,original_index,context_translated,question_translated,text_translated
0,14000,"2008 ජුලි 22 වන දින නිරිතදිග ගුවන් යානා පරීක්ෂණ වංචාවෙන් පසු, ගුවන් යානා නඩත්තු කිරීමේ ක්‍රියා පටිපාටීන් පිළිබඳ රෙගුලාසි දැඩි කිරීම සඳහා පනත් කෙටුම්පතක් සභාව තුළ ඒකමතිකව අනුමත කරන ලදී. FAA පරීක්ෂකවරුන් හෝ පරීක්ෂකවරුන්ගේ අධීක්ෂකවරුන් ඔවුන් නියාමනය කළ අය වෙනුවෙන් වැඩ කිරීමට පෙර බලා සිටිය යුතුය. මෙම පනතට ප්‍රධාන නඩත්තු පරීක්ෂකවරුන්ගේ භ්‍රමණය අවශ්‍ය වූ අතර ""පාරිභෝගිකයා"" යන වචනය නිසි ලෙස අදාළ වන්නේ පියාසර කරන මහජනතාවට මිස FAA විසින් නියාමනය කරනු ලබන ආයතනවලට නොවේ. එම පනත එම වසරේ සෙනෙට් කමිටුවකදී මිය ගියේය. එම පනත එම වසරේ සෙනෙට් කමිටුවකදී මිය ගියේය.",'පාරිභෝගිකයා' යන වචනය නිසි ලෙස අදාළ වන්නේ කුමක් ද?,පියාසර කරන මහජනතාව
1,14001,"නමස්කාරයේ හා ධර්මයේ පාරිශුද්ධ භාවය මෙන්ම පුද්ගලික හා කණ්ඩායම් භක්තිය වෙනුවෙන් පෙනී සිටින විවිධ ආගමික කණ්ඩායම් සමඟ ඔවුහු හඳුනා ගත්හ. පියුරිටන්වරු ප්‍රතිසංස්කරණ දේවධර්මයක් අනුගමනය කළ නමුත් සූරිච්හි ස්වින්ග්ලි සහ ජිනීවාහි කැල්වින් පිළිබඳ රැඩිකල් විවේචන ද ඔවුහු සැලකිල්ලට ගත්හ. පල්ලියේ දේශපාලනය තුළ, සමහරු ස්වාධීනව එක්රැස් වූ පල්ලිවලට පක්ෂව අනෙක් සියලුම කිතුනුවන්ගෙන් වෙන්වීමට යෝජනා කළහ. 1640 ගණන් වලදී වෙස්ට්මිනිස්ටර් සභාවේ ප්‍රෙස්බිටේරියානු දේශපාලනයක ආධාරකරුවන්ට නව ඉංග්‍රීසි ජාතික පල්ලියක් සැකසීමට නොහැකි වූ විට පියුරිටානිවාදයේ මෙම බෙදුම්වාදී සහ ස්වාධීන කෙඳි කැපී පෙනුණි. 1640 ගණන් වලදී වෙස්ට්මිනිස්ටර් සභාවේ ප්‍රෙස්බිටේරියානු දේශපාලනයක ආධාරකරුවන්ට නව ඉංග්‍රීසි ජාතික පල්ලියක් සැකසීමට නොහැකි වූ විට පියුරිටානිවාදයේ මෙම බෙදුම්වාදී සහ ස්වාධීන කෙඳි කැපී පෙනුණි.",පියුරිටන්වාදයේ බෙදුම්වාදීන් බලවත් වූයේ කවදාද?,1640 ගණන්
2,14002,"මෙම සිද්ධාන්තයට අනුව, වාක්‍යයක සත්‍යතාව සඳහා කොන්දේසි මෙන්ම වාක්‍යයන් ද ලෝහමය භාෂාවක කොටසකි. උදාහරණයක් ලෙස, ""හිම සුදු"" යන වාක්‍යය සත්‍ය වන්නේ හිම සුදු නම් පමණි. බොහෝ දාර්ශනිකයන් තාර්ස්කිගේ න්‍යාය අවධමනය කිරීමේ න්‍යායක් ලෙස අර්ථකථනය කර ඇති අතර, දිගටම අර්ථකථනය කර ඇතත්, පොපර් එය හඳුන්වන්නේ “සත්‍යය” වෙනුවට “කරුණු වලට අනුරූප” ලෙසිනි. ඔහු මෙම අර්ථ නිරූපණය පදනම් කර ගෙන ඇත්තේ ඉහත විස්තර කර ඇති උදාහරණ වැනි කරුණු දෙකක් ගැන ය: එනම් ප්‍රකාශ සහ ඒවා යොමු කරන කරුණු ය. වාක්‍යවල සත්‍ය තත්වයන් ටාර්ස්කි විසින් සකස් කිරීම “ලෝහමය අනාවැකි” හඳුන්වාදීමක් ලෙස ඔහු හඳුනාගෙන පහත සඳහන් අවස්ථා වෙන්කර හඳුනා ගනී. වාක්‍යවල සත්‍ය තත්වයන් ටාර්ස්කි විසින් සකස් කිරීම “ලෝහමය අනාවැකි” හඳුන්වාදීමක් ලෙස ඔහු හඳුනාගෙන පහත සඳහන් අවස්ථා වෙන්කර හඳුනා ගනී.",ප්‍රකාශවල සත්‍යතාව සඳහා කොන්දේසි සාකච්ඡා කිරීම සඳහා ටාර්ස්කි හඳුන්වා දුන් සංකල්පය කුමක්ද?,metalanguage
3,14003,"1949 පෙබරවාරියේ දී කොලොම්බියාවේ පද්ධතිය පිළිගැනීමට හා බලපත්‍ර ලබා දීමට අකමැති වූ ආර්සීඒ වික්ටර්, එහි මවුපියන් වන ඇමරිකාවේ ගුවන්විදුලි සංස්ථාවේ සහයෝගය ඇතිව, අඟල් 7 ක විෂ්කම්භයකින් යුත් අඟල් 7 ක විෂ්කම්භයකින් යුත් විශාල කේන්ද්‍රීය සිදුරක් නිකුත් කළේය. සාම්ප්‍රදායික වෙනස් කරන්නෙකු 78s හසුරුවන්නාක් මෙන් 45 rpm ක්‍රීඩකයාට වෙනස් තැටි ගොඩගැසීමට ඉඩ සලසන වෙනස්වන යාන්ත්‍රණයක් ඇතුළත් විය. තනි 45 ආර්පීඑම් පැත්තේ කෙටි ක්‍රීඩා කාලය යනු තනි එල්පී එකක් වෙනුවට 45 වැනි වාර ගණනක වාදක කන්ඩායම් වැනි දිගු කෘති මුදා හැරීමට සිදු වූ නමුත් ආර්සීඒ කියා සිටියේ නව අධිවේගී චේන්ජර් විදැහුම් කරන ලද පැති බිඳීම් ඉතා කෙටි බවයි නොඇසෙන හෝ නොගැලපෙන. මුල් 45 ආර්පීඑම් වාර්තා වයිනයිල් හෝ ෙපොලිස්ටිරින් වලින් සාදන ලදී. ඔවුන්ට ක්‍රීඩා කිරීමේ කාලය විනාඩි අටකි. ඔවුන්ට ක්‍රීඩා කිරීමේ කාලය විනාඩි අටකි.",45 rpm වාර්තා වලින් සාදන ලද ද්‍රව්‍ය මොනවාද?,වයිනයිල් හෝ ෙපොලිස්ටිරින්
4,14004,"මුල් ආසියානු සංක්‍රමණිකයන් ස්වභාවික පුරවැසියන් වීමට හැකියාවක් නොමැති ආකාරවලින් අගතිය සහ වෙනස්කම් කිරීම අත්විඳින ලදී. අප්‍රිකානු ඇමරිකානුවන් මුහුණ දුන් එකම පාසල් වෙන් කිරීමේ නීති සමඟ ද ඔවුහු අරගල කළහ. විශේෂයෙන් දෙවන ලෝක යුද්ධ සමයේදී ජපන් ඇමරිකානුවන් කඳවුරුවල රඳවා සිටි අතර ඔවුන්ගේ දේපළ, නිවාස සහ ව්‍යාපාර අහිමි විය. ආසියානුවන්ට වෙනස් කොට සැලකීම 1882 චීන බැහැර කිරීමේ පනතෙන් ආරම්භ වූ අතර පසුව 1888 ස්කොට් පනත හා 1892 ජෙරී පනත සමඟ ද ඉදිරියට ගියේය. 20 වන සියවස ආරම්භයේදී එක්සත් ජනපදය ආසියානු සංක්‍රමණ වැළැක්වීම සඳහා 1924 සංක්‍රමණ පනත සම්මත කළේය. ආසියානුවන් සුදු රැකියා සොරකම් කරමින් වැටුප් සඳහා ප්‍රමිතිය පහත හෙළනු ඇතැයි යන බිය. ඊට අමතරව, සුදු ජාතිකයින් සහ ආසියානුවන් නොවන අය විවිධ ආසියානු කණ්ඩායම් අතර වෙනස නොපෙන්වන අතර “ආදර්ශ සුලුතර” ඒකාකෘති ස්වරූපය පවත්වා ගෙන යයි. ෆෙයාර්ෆීල්ඩ් විශ්ව විද්‍යාලයේ මහාචාර්ය ක්වින් ෂැං විසින් 2010 දී කරන ලද ලිපියකට අනුව, ආසියානුවන් විශිෂ්ට වැඩ ආචාරධර්ම සහ අධ්‍යාපනය අගය කිරීමේ එක් මානයක් ලෙස සංලක්ෂිත වේ, නමුත් සන්නිවේදන කුසලතා සහ පෞරුෂත්වය නොමැති වීම. මෙම ඒකාකෘති ක්‍රමයේ negative ණාත්මක ප්‍රති come ලයක් වනුයේ ආසියානුවන් දුර්වල නායකත්වයක් සහ අන්තර් පුද්ගල කුසලතා ඇති අය ලෙස නිරූපණය කිරීමයි. මෙය ""වීදුරු සිවිලිම"" සංසිද්ධියට දායක වී ඇති අතර, සුදුසුකම් ලත් ආසියානු ඇමරිකානුවන් බොහෝ දෙනෙක් සිටියද, ඔවුන් ව්‍යාපාරවල විධායක තනතුරු අසමානුපාතිකව කුඩා සංඛ්‍යාවක් දරති. තවද, ආදර්ශ සුලුතර ඒකාකෘති ආසියානු සාර්ථකත්වයට අමනාප වීමට හේතු වී ඇති අතර විශ්ව විද්‍යාල සහ විද්‍යාල කිහිපයක් සීමිත හෝ ආසියානු මෙට්‍රික්කරණය සීමා කළ බවට චෝදනා කර ඇත. තවද, ආදර්ශ සුලුතර ඒකාකෘති ආසියානු සාර්ථකත්වයට අමනාප වීමට හේතු වී ඇති අතර විශ්ව විද්‍යාල සහ විද්‍යාල කිහිපයක් ආසියානු මෙට්‍රික්කරණය සීමා කිරීම සම්බන්ධයෙන් සීමිත හෝ චෝදනා කර ඇත.","අධ්‍යයනවලට අනුව, ආසියානුවන්ගේ අඩුපාඩු මොනවාද?",සන්නිවේදන කුසලතා සහ පෞරුෂත්වය
5,14005,හන්දිය ඉදිරි වෝල්ටීයතාවය යනු පාදක සන්නායකතාව නිශ්චිත ධාරාවක් බවට පත් කිරීම සඳහා BJT හි විමෝචක-පාදක හන්දියට යොදන වෝල්ටීයතාවයයි. හන්දියේ ඉදිරි වෝල්ටීයතාවය වැඩි වන විට ධාරාව on ාතීය ලෙස වැඩිවේ. වගුවේ දක්වා ඇති අගයන් 1 mA ධාරාවක් සඳහා සාමාන්‍ය වේ (අර්ධ සන්නායක ඩයෝඩ සඳහා එකම අගයන් අදාළ වේ). ට්‍රාන්සිස්ටරය “ධාවනය” කිරීමට අඩු බලයක් අවශ්‍ය වන බැවින් හන්දියේ ඉදිරි වෝල්ටීයතාව වඩා හොඳය. දී ඇති ධාරාවක් සඳහා හන්දියේ ඉදිරි වෝල්ටීයතාවය උෂ්ණත්වය වැඩිවීමත් සමඟ අඩු වේ. සාමාන්‍ය සිලිකන් හන්දියක් සඳහා වෙනස −2.1 mV /. C වේ. සමහර පරිපථවල එවැනි වෙනස්වීම් සඳහා වන්දි ගෙවීම සඳහා විශේෂ වන්දි මූලද්‍රව්‍ය (සංවේදක) භාවිතා කළ යුතුය. සමහර පරිපථවල එවැනි වෙනස්වීම් සඳහා වන්දි ගෙවීම සඳහා විශේෂ වන්දි මූලද්‍රව්‍ය (සංවේදක) භාවිතා කළ යුතුය.,හන්දියේ ඉදිරි වෝල්ටීයතාවයේ අරමුණ කුමක්ද?,පාදම නිශ්චිත ධාරාවක් බවට පත් කිරීමට
6,14006,"1921 දී ගනු ලැබූ මෙක්සිකෝවේ අවසාන සංගණනයෙන් පෙන්නුම් කළේ ජනගහනයෙන් 50.09% ක් මෙස්ටිසෝ (මිශ්‍ර අමරින්ඩියානු සහ යුරෝපීය සම්භවයක් ඇති) ලෙස හඳුනාගෙන ඇති බවයි. දෙවන විශාලතම කණ්ඩායම ජනගහනයෙන් 36.33% ක් වන සුදු ජාතිකයින් විය. තුන්වන විශාලතම කණ්ඩායම ජනගහනයෙන් 12.76% ක් වන “පිරිසිදු ආදිවාසී” ජනගහනයයි. චිහුවාආ හි ඉතිරි ජනගහනයෙන් 0.82% ක් ""වෙනත්"" ලෙස සැලකේ, එනම් මෙස්ටිසෝ, ආදිවාසී හෝ සුදු ජාතිකයන් නොවේ. චිහුවාආ ප්‍රාන්තයේ වැදගත්ම ආදිවාසී ගෝත්‍ර නම්: චිහුවාආ ප්‍රාන්තයේ වැදගත්ම ආදිවාසී ගෝත්‍ර නම්:",දෙවන විශාලතම පිරිස කවුද?,සුදු ජාතිකයින්
7,14007,2005 වර්ෂයේ සිට ලතින් ඇමරිකාව පදනම් කරගත් මත්ද්‍රව්‍ය ජාවාරම්කරුවන් ගිනියා-බිසාවු සහ අසල්වැසි බටහිර අප්‍රිකානු රටවල් කිහිපයක් සමඟ කොකේන් සඳහා යුරෝපයට සම්ප්‍රේෂණ ස්ථානයක් ලෙස භාවිතා කිරීමට පටන් ගත්හ. එක්සත් ජාතීන්ගේ නිලධාරියෙකු විසින් ජාතිය විස්තර කරනු ලැබුවේ “මත්ද්‍රව්‍ය රාජ්‍යයක්” වීමේ අවදානමක් ඇති බවය. මත්ද්‍රව්‍ය ජාවාරම නැවැත්වීමට රජය සහ හමුදාව එතරම් දෙයක් කර නැති අතර එය 2012 කුමන්ත්‍රණයෙන් පසුව වැඩි විය. මත්ද්‍රව්‍ය ජාවාරම නැවැත්වීමට රජය සහ හමුදාව එතරම් දෙයක් කර නැති අතර එය 2012 කුමන්ත්‍රණයෙන් පසුව වැඩි විය.,ගිනියා-බිස්සාවු හරහා යන drugs ෂධවල අවසාන ගමනාන්තය කුමක්ද?,යුරෝපය
8,14008,"හයවන පෝල් 1964 සැප්තැම්බර් 14 වන දින තුන්වන කාල පරිච්ඡේදය විවෘත කළ අතර, සභාව පිළිබඳ පා text ය සභාවෙන් එළියට පැමිණිය යුතු වැදගත්ම ලියවිල්ල ලෙස තමා සැලකූ බව සභා පියවරුන්ට පැවසීය. පාප් පදවියේ බිෂොප්වරුන්ගේ කාර්යභාරය පිළිබඳව කවුන්සිලය සාකච්ඡා කරමින් සිටියදී, හයවන පෝල් පාප් පදවියේ ප්‍රමුඛතාවය සනාථ කරන පැහැදිලි සටහනක් නිකුත් කළේය. මෙම පියවර සමහරුන්ගේ අදහස වූයේ කවුන්සිලයේ කටයුතුවලට මැදිහත් වීමක් ලෙස ය. ඇමරිකානු බිෂොප්වරු ආගමික නිදහස පිළිබඳ ඉක්මන් විසඳුමක් සඳහා ඉදිරිපත් වූහ. නමුත් හයවන පාවුලු අවධාරනය කළේ කිතු දහම වැනි ආශ්‍රිත ග්‍රන්ථ සමඟ මෙය අනුමත කරන ලෙසයි. 1964 නොවැම්බර් 21 වන දින පාප්තුමා සැසිය අවසන් කළේ පල්ලියේ මව ලෙස මරියා විධිමත් ලෙස ප්‍රකාශ කිරීමත් සමඟය. 1964 නොවැම්බර් 21 වන දින පාප්තුමා සැසිය අවසන් කළේ පල්ලියේ මව ලෙස මරියා විධිමත් ලෙස ප්‍රකාශ කිරීමත් සමඟය.",කතෝලික ධූරාවලිය තුළ වඩාත්ම වැදගත් යැයි හයවන පාවුල්ට හැඟුණේ කවුද?,පාප් පදවිය
9,14009,"බටහිර බෝල්කන්වල, දකුණු ස්ලාව් ජාතිකයන් සහ ජර්මානු ජෙපිඩ්ස් අවාර් ආක්‍රමණිකයන් සමඟ අවිවාහකව කටයුතු කළ අතර අවසානයේ ස්ලාවික් ජනගහනයක් බිහි කළහ. [උපුටා දැක්වීම අවශ්‍යයි] මධ්‍යම යුරෝපයේ, ස්ලාව් ජාතිකයන් ජර්මානු හා කෙල්ටික් සමඟ අන්තර් සම්බන්ධ වූ අතර නැගෙනහිර ස්ලාව් ජාතිකයින්ට යුරේලික් සහ ස්කැන්ඩිනේවියානු ජනයා හමු විය. ස්කැන්ඩිනේවියානුවන් (වරන්ගියානුවන්) සහ ෆින්නික් ජනයා රුස්ගේ රාජ්‍යයේ මුල් සැකැස්මට සම්බන්ධ වූ නමුත් සියවසකට පසු සම්පූර්ණයෙන්ම ස්ලාවික්කරණයට ලක් වූහ. උතුරේ සමහර ෆිනෝ-උග්‍රික් ගෝත්‍ර ද පුළුල් වන රුස් ජනගහනයට අන්තර්ග්‍රහණය විය. මාගාර් සංක්‍රමණය වන විට වර්තමාන හංගේරියාවේ වාසය කළේ ස්ලාව් ජාතිකයන් 200,000 ක් පමණ වන අතර රොමානෝ-ඩේසියානුවන් විසින් මැගාර්වරුන් විසින් අල්ලා ගනු ලැබූ හෝ වහල්භාවයට පත් කරන ලදී. 11 වන සහ 12 වන සියවස් වලදී, කිප්චැක්ස් සහ පෙචෙනෙග්ස් වැනි සංචාරක තුර්කි ගෝත්‍රිකයින්ගේ නිරන්තර ආක්‍රමණයන් නිසා නැගෙනහිර ස්ලාවික් ජනගහනය විශාල වශයෙන් උතුරේ ආරක්ෂිත, දැඩි ලෙස වනාන්තර ප්‍රදේශවලට සංක්‍රමණය විය. මධ්යකාලීන යුගයේදී, සැක්සන් ලෝපස් පතල් කම්කරුවන් මධ්යකාලීන බොස්නියාව, සර්බියාව සහ බල්ගේරියාව යන රටවල පදිංචි වූ අතර එහිදී ඔවුන් ස්ලාවික්කරණයට ලක් විය. මධ්යකාලීන යුගයේදී, සැක්සන් ලෝපස් පතල් කම්කරුවන් මධ්යකාලීන බොස්නියාව, සර්බියාව සහ බල්ගේරියාව යන රටවල පදිංචි වූ අතර එහිදී ඔවුන් ස්ලාවික්කරණයට ලක් විය.","බටහිර බෝල්කන්හි, දකුණු ස්ලාව් ජාතිකයන් සහ ජර්මානු ජෙපිඩ්ස් විවාහ වූයේ කා සමඟද?",අවාර් ආක්‍රමණිකයන්
