,original_index,context_translated,question_translated,text_translated
0,13000,"ඉංග්‍රීසියෙන්, පුද්ගලයෙකු ගැන සඳහන් කිරීමේ පදය පළමුව 14 වන සියවසේ මැද භාගයේ කැටලනර් ලෙස ද 15 වන සියවසේ කැටෙලේන් (ප්‍රංශ භාෂාවෙන්) ලෙස ද දැක්වේ. අවම වශයෙන් 1652 සිට එය භාෂා නාමයක් සහතික කර ඇත. කැටලන් / ˈkætəlæn /, / kætəˈlæn / හෝ / ˈkætələn / ලෙස උච්චාරණය කළ හැකිය.",15 වන සියවසේ කැටලන් ජාතිකයෙකු ලෙස හඳුන්වන්නේ කුමක්ද?,කැටලයින්
1,13001,"1944 සැප්තැම්බර් 12 වන දින දෙවන පීටර් රජු ටිටෝගේ නායකත්වය යටතේ සියලු යුගෝස්ලාවියානු ජාතිකයින්ට එක්වන ලෙස ඉල්ලා සිටි අතර ප්‍රකාශ කළේ “ද්‍රෝහීන්” නොවන බවත්, ඒ වන විට ටිටෝව සියළුම මිත්‍ර බලධාරීන් (රජයේ පිටුවහල් කිරීම ඇතුළුව) විසින් පිළිගෙන ඇති බවත්ය. යුගෝස්ලාවියානු හමුදාවේ අණ දෙන නිලධාරියාට අමතරව යුගෝස්ලාවියාවේ අගමැති. 1944 සැප්තැම්බර් 28 වන දින සෝවියට් සංගමයේ ටෙලිග්‍රාෆ් ඒජන්සිය (ටාස්) වාර්තා කළේ ටිටෝ සෝවියට් සංගමය සමඟ ගිවිසුමක් අත්සන් කළ බවත් සෝවියට් හමුදා යුගෝස්ලාවියානු ප්‍රදේශයට තාවකාලිකව ඇතුළු වීමට අවසර දෙන බවත් එමඟින් රතු හමුදාවට ඊසානදිග ප්‍රදේශවල මෙහෙයුම් සඳහා සහාය වීමට හැකි බවත්ය. යුගෝස්ලාවියාව. මිත්‍ර පාක්ෂිකයින්ගේ ඉදිරි උපාය මාර්ගයෙන් ඔවුන්ගේ උපායමාර්ගික දකුණත ආරක්ෂා කර ගැනීමත් සමඟ, පාර්ශ්වකරුවන් විසින් දැවැන්ත පොදු ප්‍රහාරයක් පිළියෙළ කොට ක්‍රියාත්මක කරන ලද අතර එය ජර්මානු රේඛා බිඳ දමා යුගෝස්ලාවියානු දේශ සීමාවෙන් ඔබ්බට පසුබැසීමට බල කෙරුනි. පක්ෂග්‍රාහී ජයග්‍රහණයෙන් හා යුරෝපයේ සතුරුකම් අවසන් වීමෙන් පසුව, සියලු බාහිර බලවේග යුගෝස්ලාවියානු ප්‍රදේශයෙන් ඉවත් කරන ලදි. පක්ෂග්‍රාහී ජයග්‍රහණයෙන් හා යුරෝපයේ සතුරුකම් අවසන් වීමෙන් පසුව, සියලු බාහිර බලවේග යුගෝස්ලාවියානු ප්‍රදේශයෙන් ඉවත් කරන ලදි.","යුගෝස්ලාවියානු භූමියට ""තාවකාලිකව ඇතුළුවීමට"" අවසර දුන්නේ කවුද?",සෝවියට් හමුදා
2,13002,"1971 දී ඩයමන්ඩ්ස් ආර් සදහටම, [N 2] සිට ඊයොන් ප්‍රොඩක්ෂන්ස් චිත්‍රපටයක සමූහයේ පළමු වරට සනිටුහන් කරමින්, බොන්ඩ් ගෝලීය අපරාධ සංවිධානයක් වන ස්පෙක්ටර්ට එරෙහිව සටන් වදින බව කතාවේ දැක්වේ. එම්. එම්.",දියමන්ති සදහටම නිදහස් කරනු ලැබුවේ කවදාද?,1971
3,13003,"අෂ්කෙනසි යුදෙව්වන් යුරෝපයෙන් moved ත්වෙද්දී, බොහෝ දුරට අලියා ස්වරූපයෙන් ඊශ්‍රායලයට හෝ උතුරු ඇමරිකාවට සහ ඉංග්‍රීසි කතා කරන වෙනත් ප්‍රදේශවලට සංක්‍රමණය වීම; සහ යුරෝපය (විශේෂයෙන් ප්‍රංශය) සහ ලතින් ඇමරිකාව, අෂ්කෙනසිම් හට ඇති භූගෝලීය හුදකලාව වෙනත් සංස්කෘතීන් සමඟ මිශ්‍ර වීමට මග පෑදූ අතර, ඒ හා සමානව, සුවිශේෂී භූගෝලීය ප්‍රදේශවල තවදුරටත් හුදෙකලා නොවන අෂ්කෙනසි නොවන යුදෙව්වන් සමඟ. බොහෝ හසිඩික් සහ හරෙයිඩි කණ්ඩායම් එදිනෙදා ජීවිතයේදී යීඩිෂ් භාෂාව දිගටම භාවිතා කළද හෙබ්‍රෙව් භාෂාව බොහෝ අෂ්කෙනසි යුදෙව්වන්ගේ මූලික යුදෙව් භාෂාව ලෙස යීඩිෂ් වෙනුවට ආදේශ කර ඇත. (ඉංග්‍රීසි සහ රුසියානු භාෂාව මුලින් යුදෙව් භාෂා නොවූවත්, අෂ්කෙනසි යුදෙව් ඇන්ග්ලොෆෝන් සහ රුසියානු කථිකයන් ද ඇත.) (ඉංග්‍රීසි සහ රුසියානු භාෂාව මුලින් යුදෙව් භාෂා නොවූවත්, අෂ්කෙනසි යුදෙව් ඇන්ග්ලොෆෝන් සහ රුසියානු කථිකයන් ද ඇත.)","බොහෝ අෂ්කෙනසි යුදෙව්වන් සඳහා, යීඩිෂ් වෙනුවට ආදේශ කළේ කුමන භාෂාවද?",හෙබ්‍රෙව්
4,13004,"විවිධ එල්ජීබීටී ප්‍රකාශන නගරයේ සුළු එල්ජීබීටී (සමලිංගික, සමලිංගික, ද්වි ලිංගික සහ සංක්‍රාන්ති ලිංගික) ප්‍රජාවට සේවය කරයි. 2006 දී ආරම්භ කරන ලද රේන්බෝ ටයිම්ස් දැන් බොස්ටන්හි සිට ආරම්භ වී ඇති නමුත් නව එංගලන්තයට සේවය කරයි. 2006 දී ආරම්භ කරන ලද රේන්බෝ ටයිම්ස් දැන් බොස්ටන්හි සිට ආරම්භ වී ඇති නමුත් නව එංගලන්තයට සේවය කරයි.",නගරයේ එකම සමලිංගික හිමිකාරීත්වය සහිත එල්ජීබීටී සඟරාවේ නම කුමක්ද?,රේන්බෝ ටයිම්ස්
5,13005,"මිඩ්රාෂ් සම්පාදනයේ දී, උත්පත්ති රබ්බා, රබ්බි බෙරෙචියා අෂ්කෙනස්, රිපාත් සහ ටෝගර්මා ජර්මානු ගෝත්‍ර හෝ ජර්මානු ඉඩම් ලෙස සඳහන් කරයි. එය පලස්තීන යුදෙව්වන්ගේ ග්‍රීක උපභාෂාවේ පැවතිය හැකි ග්‍රීක වචනයකට අනුරූප විය හැකිය, නැතහොත් පා “ය“ ජර්මනිකා ”වෙතින් දූෂිත වී ඇත. බෙරෙචියාගේ මෙම මතය පදනම් වී ඇත්තේ තල්මූඩ් (යෝමා 10 අ; ජෙරුසලම තල්මූඩ් මෙගිල්ලා 71 බී), එහිදී අෂ්කෙනාස්ගේ පියා වන ගෝමර් ජර්මනිය විසින් පරිවර්තනය කර ඇති අතර එය පැහැදිලිවම ජර්මනිය වෙනුවෙන් පෙනී සිටින අතර එය ශබ්දයේ සමානතාවයෙන් යෝජනා විය. බෙරෙචියාගේ මෙම මතය පදනම් වී ඇත්තේ තල්මූඩ් (යෝමා 10 අ; ජෙරුසලම තල්මූඩ් මෙගිල්ලා 71 බී), එහිදී අෂ්කෙනාස්ගේ පියා වන ගෝමර් ජර්මනිය විසින් පරිවර්තනය කර ඇති අතර එය පැහැදිලිවම ජර්මනිය වෙනුවෙන් පෙනී සිටින අතර එය ශබ්දයේ සමානතාවයෙන් යෝජනා විය.",රබ්බි බෙරෙචියාගේ මතය පදනම් වී ඇත්තේ කුමක් මතද?,තල්මූඩ්
6,13006,"බලශක්ති පරිණාමනයට නිදසුන් අතර වාෂ්ප ටර්බයිනයක් හරහා තාප ශක්තියෙන් විද්‍යුත් ශක්තිය උත්පාදනය කිරීම හෝ දොඹකර මෝටරයක් ධාවනය කරන විද්‍යුත් ශක්තිය භාවිතා කරමින් ගුරුත්වාකර්ෂණයට එරෙහිව වස්තුවක් එසවීම. ගුරුත්වාකර්ෂණයට එරෙහිව එසවීම මඟින් වස්තුව මත යාන්ත්‍රික කාර්යයන් සිදු කරන අතර ගුරුත්වාකර්ෂණ විභව ශක්තිය වස්තුව තුළ ගබඩා කරයි. වස්තුව බිමට වැටුනහොත් ගුරුත්වාකර්ෂණය මඟින් ගුරුත්වාකර්ෂණ ක්ෂේත්‍රයේ විභව ශක්තිය පොළව සමඟ ඇතිවන බලපෑම මත තාපය ලෙස මුදා හරින චාලක ශක්තිය බවට පරිවර්තනය කරයි. අපේ සූර්යයා න්‍යෂ්ටික විභව ශක්තිය වෙනත් ශක්ති ආකාරයකට පරිවර්තනය කරයි; එහි සමස්ත ස්කන්ධය එය තුළම අඩු නොවේ (විවිධ ස්වරූපවලින් වුවද එකම මුළු ශක්තිය තවමත් එහි අඩංගු බැවින්), නමුත් ශක්තිය එහි වටපිටාවට පිටවන විට එහි ස්කන්ධය අඩු වේ, බොහෝ දුරට විකිරණ ශක්තිය ලෙස. අපේ සූර්යයා න්‍යෂ්ටික විභව ශක්තිය වෙනත් ශක්ති ආකාරයකට පරිවර්තනය කරයි; එහි සමස්ත ස්කන්ධය එය තුළම අඩු නොවේ (විවිධ ස්වරූපවලින් වුවද එකම මුළු ශක්තිය තවමත් එහි අඩංගු බැවින්), නමුත් ශක්තිය එහි වටපිටාවට පිටවන විට එහි ස්කන්ධය අඩු වේ, බොහෝ දුරට විකිරණ ශක්තිය ලෙස.",බලශක්ති පරිවර්තනයට එක් උදාහරණයක් දෙන්න.,වාෂ්ප ටර්බයිනයක් හරහා තාප ශක්තියෙන් විද්‍යුත් ශක්තිය ජනනය කිරීම
7,13007,"විසිවන සියවසේදී දශක ගණනාවක දැඩි යුද්ධ හා දේශපාලන කැලඹිලි සහිත ""ආසන්න නැගෙනහිර"", ""East ත පෙරදිග"" සහ ""මැදපෙරදිග"" වැනි වචන විශේෂ experts යින් වෙත යොමු කරන ලදී, විශේෂයෙන් නව දේශපාලන විද්‍යා ක්ෂේත්‍රයේ. රාජ්‍ය තාන්ත්‍රිකයන්ගේ නව රැල්ල බොහෝ විට පැමිණියේ එම වැඩසටහන් වලිනි. අන්තර්ජාතික තලයේ පුරාවිද්‍යාව, ප්‍රධාන විශ්ව විද්‍යාල කෙරෙහි බුද්ධිමය උනන්දුවක් දැක්වුවද, ජාත්‍යන්තර සබඳතාවල සෙවණැල්ලට වැටුණි. ඔවුන්ගේ වසම පුරාණ ආසන්න නැගෙනහිර බවට පත් වූ අතර එය තවදුරටත් ආසන්න නැගෙනහිර ලෙස විශ්වාස කළ නොහැකි විය. ඔටෝමාන් අධිරාජ්‍යය 19 වන සියවසේ අනෙකුත් සියලුම අධිරාජ්‍යයන් සමඟ ස්වාධීන ජනරජ වෙනුවට ආදේශ විය. යමෙකුට වර්තමානය අතීතය සමඟ සැසඳිය යුතු විය. මෙම රාජකාරිය උරුම වී ඇත්තේ අන්තර්ජාතික සබඳතාවල නිශ්චිත අංශ හැසිරවීම සඳහා පිහිටුවා ඇති විවිධ විශේෂිත ආයතන විසිනි. පුරාණ ආසන්න නැගෙනහිර කාලයාගේ ඇවෑමෙන් ශීත වී ඇත. නැගෙනහිර ආසන්නයේ ජීවත් වීම මූලික වශයෙන් ඒජන්සි පවසන දෙයයි. බොහෝ අවස්ථාවන්හීදී මෙම තනි පදය භූගෝලීය විස්තර කිරීමට ප්‍රමාණවත් නොවේ ප්රති result ලය බහු නිර්වචන වේ.",නව තානාපති රැල්ල බොහෝ විට පැමිණියේ කොහෙන්ද?,දේශපාලන විද්‍යාවේ නව ක්ෂේත්‍රය
8,13008,"රෝයල් කැරිබියන් සහ කානිවල් කෝපරේෂන් සහ පීඑල්සී වෙතින් වාර්තාගත නෞකා ඇතුළුව ලොව විශාලතම ක ise ස් නැව් බොහෝමයක් සදම්ටන් ජලයේ නිතිපතා දැකිය හැකිය. දෙවැන්න සවුත්හැම්ප්ටන් හි මූලස්ථානය වන අතර එහි වෙළඳ නාම කුමරිය, පී ඇන්ඩ් ඕ ක ru ස් සහ කුනාර්ඩ් ලයින් ඇතුළත් වේ. දෙවැන්න සවුත්හැම්ප්ටන් හි මූලස්ථානය වන අතර එහි වෙළඳ නාම කුමරිය, පී ඇන්ඩ් ඕ ක ru ස් සහ කුනාර්ඩ් ලයින් ඇතුළත් වේ.",පී ඇන්ඩ් ඕ ක ru ස් සහ කුනාර්ඩ් ලයින් වලට අමතරව කානිවල් කෝපරේෂන් සතුව ඇති වෙනත් වෙළඳ නාම මොනවාද?,ක ru ස් කුමරිය
9,13009,"මුහුදු කොල්ලකෑම් සහ සොරකම් යන වචන බොහෝ විට ප්‍රකාශන හිමිකම් උල්ලං ment නය කිරීම් සමඟ සම්බන්ධ වේ. මුහුදු කොල්ලකෑමේ මුල් අරුත ""මුහුදේ මංකොල්ලකෑම හෝ නීති විරෝධී ප්‍රචණ්ඩත්වය"" යන්නයි, නමුත් මෙම පදය ප්‍රකාශන හිමිකම් උල්ලං of නය කිරීමේ ක්‍රියාවන්හි අර්ථයක් ලෙස සියවස් ගණනාවක් තිස්සේ භාවිතා කර ඇත. සොරකම, මේ අතර, ප්‍රකාශන හිමිකරුවන්ට උල්ලං ment නය වීමේ විභව වාණිජමය හානිය අවධාරණය කරයි. කෙසේ වෙතත්, ප්‍රකාශන හිමිකම යනු බුද්ධිමය දේපළ වර්ගයකි, එය මංකොල්ලකෑම් හෝ සොරකම් ආවරණය වන නීතියට වඩා වෙනස් වන අතර, ස්පර්ශ්‍ය දේපලවලට පමණක් සම්බන්ධ වැරදි. සෑම ප්‍රකාශන හිමිකම් උල්ලං ment නයක්ම වාණිජමය අලාභයට හේතු නොවන අතර, එක්සත් ජනපද ශ්‍රේෂ් Supreme ාධිකරණය 1985 දී තීන්දු කළේ උල්ලං ment නය පහසුවෙන් සොරකමට සමාන නොවන බවයි. සෑම ප්‍රකාශන හිමිකම් උල්ලං ment නයක්ම වාණිජමය අලාභයට හේතු නොවන අතර, එක්සත් ජනපද ශ්‍රේෂ් Supreme ාධිකරණය 1985 දී තීන්දු කළේ උල්ලං ment නය පහසුවෙන් සොරකමට සමාන නොවන බවයි.",ප්‍රකාශන හිමිකම භාවිතා කරන්නේ කුමන ආකාරයේ දේපලකටද?,බුද්ධිමය දේපළ
