,original_index,context_translated,question_translated,text_translated
0,4000,"ග්‍රීක කලාව තුළ සමානුපාතිකයන් සැමවිටම වැදගත් වුවද, ග්‍රීක මූර්තිවල ආයාචනය සමානුපාතිකව පමණක් ඕනෑම පැහැදිලි කිරීමක් මග හැරේ. ඇපලෝගේ ප්‍රතිමා ඔහුගේ ජීවමාන පැවැත්මට හේතු වනු ඇතැයි සිතූ අතර, මිථ්‍යාදෘෂ්ටික පරිකල්පනීය යථාර්ථයේ මෙම නිරූපණයන් මිනෝවන් යුගයේ ගැඹුරු මූලයන් ඇති අතර ලෝකඩ යුගයේදී කලාපයට ඇතුළු වූ පළමු ග්‍රීක කතාකරන ජනතාවගේ විශ්වාසයන් තුළ ය. කඳු, වනාන්තර, මුහුද සහ ගංගා කොන්ක්‍රීට් ජීවීන් වාසය කරන බව ග්‍රීකයන් දුටු සේම, ස්වභාවධර්මයේ සියළුම ප්‍රකාශනයන්හි පැහැදිලි ස්වරූපයක් සහ කලා කෘතියක ස්වරූපය ඇත. අධ්‍යාත්මික ජීවිතය කලාත්මක ස්වරූපයක් ලබා දෙන විට පදාර්ථයට ඇතුළත් වේ. කලාවේදී මෙන් ග්‍රීකයෝ පෙනී සිටීම පිටුපස යම් යථාර්ථයක් සෙවූහ. ගණිතයේ දී ඔවුන් ස්ථීර මූලධර්ම සෙවූහ. කලාකරුවන් හා මූර්ති ශිල්පීන් ගණිතයට සාපේක්ෂව මෙම පරමාදර්ශී අනුපිළිවෙල සොයා ගැනීමට උත්සාහ කළ නමුත් ඔවුන් විශ්වාස කළේ මෙම පරමාදර්ශී අනුපිළිවෙල සමස්ත බුද්ධිමත් ආත්මයටම වඩා විචක්ෂණ බුද්ධියට එතරම්ම හෙළි නොවන බවයි. අප දකින දේ සහ ඒවා සැබවින්ම මෙන් එකකි, එක් එක් එකමුතුව තුළ අනෙකාගේ ස්වභාවය අවධාරණය කරයි. අප දකින දේ සහ ඒවා සැබවින්ම මෙන් එකකි, එක් එක් එකමුතුව තුළ අනෙකාගේ ස්වභාවය අවධාරණය කරයි.","කඳු, වනාන්තර, මුහුද සහ ගංගා කොන්ක්‍රීට් ජීවීන් වාසය කරන බව මිනිසුන් දුටුවේ කුමක්ද?",ග්‍රීකයෝ
1,4001,"ඔක්ලහෝමාන් යනු ඔක්ලහෝමා නගරයේ ප්‍රධාන දිනපතා පුවත්පත වන අතර එය ප්‍රාන්තයේ වැඩිපුරම සංසරණය වේ. NewsOK.com යනු ඔක්ලහෝමන් හි මාර්ගගත පැමිණීමයි. ඔක්ලහෝමා ගැසට් පත්‍රය ඔක්ලහෝමා නගරයේ ස්වාධීන ප්‍රවෘත්ති පත්‍රයක් වන අතර එය දේශීය විවරණ, විශේෂාංග කථා, අවන්හල් සමාලෝචන සහ චිත්‍රපට ලැයිස්තුගත කිරීම් සහ සංගීතය හා විනෝදාස්වාදය වැනි ප්‍රධාන අංගයන්ගෙන් සමන්විත වේ. ජර්නල් රෙකෝඩ් යනු නගරයේ දෛනික ව්‍යාපාරික පුවත්පත වන අතර මධ්‍යම ඔක්ලහෝමා හි වෙසෙන සහ සේවය කරන අයට බලපාන ව්‍යාපාරික ප්‍රවෘත්ති ආවරණය වන මාසික ප්‍රකාශනයකි. ජර්නල් රෙකෝඩ් යනු නගරයේ දෛනික ව්‍යාපාරික පුවත්පත වන අතර මධ්‍යම ඔක්ලහෝමා හි වෙසෙන සහ සේවය කරන අයට බලපාන ව්‍යාපාරික ප්‍රවෘත්ති ආවරණය වන මාසික ප්‍රකාශනයකි.",ඔක්ලහෝමා ප්‍රාන්තය හරහා වැඩිපුරම නිපදවන පුවත්පත කුමක්ද?,ඔක්ලහෝමන්
2,4002,ඔක්ලහෝමන් 1832 දී එක්සත් ජනපදයේ ෆෙඩරල් රජය ස්වදේශික ඇමරිකානුවන් සඳහා වසූරිය එන්නත් කිරීමේ වැඩසටහනක් ආරම්භ කළේය (1832 ඉන්දියානු එන්නත් කිරීමේ පනත).,වසූරිය ඉරොක්වොයිස්ගේ ඉඩම් කියවූයේ කවදාද?,1679 වන විට
3,4003,"1679 වන විට... මේ අනුව, වෙනත් කාන්තාවන් වෙත ආකර්ෂණය වූ නමුත් ඇය විෂමලිංගික යැයි කියාගන්නා සහ පිරිමින් සමඟ පමණක් ලිංගික සම්බන්ධතා පවත්වන කාන්තාවක් ඇගේ ලිංගික දිශානතිය (සමලිංගික හෝ සමලිංගික) සහ ඇගේ ලිංගික අනන්‍යතාවය සහ හැසිරීම් (විෂමලිංගික) අතර අසමගිය අත්විඳින බව පැවසිය හැකිය.",සමලිංගිකත්වය විවෘතව නොපෙන්වන කෙනෙකුට භාවිතා කළ හැකි යෙදුම කුමක්ද?,වසා ඇත
4,4004,"13 වන ශතවර්ෂයේ ප්‍රමුඛතම චින්තනය වූයේ ඇරිස්ටෝටල්ගේ ඉගැන්වීම් ක්‍රිස්තියානි දේවධර්මය සමඟ තෝමිස්ටික් ප්‍රතිසන්ධානයයි. පැරිස් විශ්ව විද්‍යාලයේ බලාත්මක කරන ලද 1277 හි හෙළා දැකීම, මිථ්‍යාදෘෂ්ටික යැයි අර්ථ දැක්විය හැකි අදහස් සඳහා සීමා පැනවීය. ඇරිස්ටෝටලියානු චින්තනයට ඇඟවුම් කළ සීමාවන්. විකල්පයක් ඉදිරිපත් කළේ ඔක්හැම් හි විලියම් විසිනි, ඔහු තරයේ කියා සිටියේ තර්කානුකූල ලෝකය සහ ඇදහිල්ලේ ලෝකය වෙන්ව තැබිය යුතු බවයි. සරල න්‍යායක් වඩාත් සංකීර්ණ එකකට වඩා කැමති වන අතර, පාලනය කළ නොහැකි සංසිද්ධීන් පිළිබඳ සමපේක්ෂන වලක්වනු ලබන, ඔක්සිම් විසින් පාර්සිමොනි නොහොත් ඔකාම්ගේ රේසර් යන මූලධර්මය හඳුන්වා දෙන ලදී. සරල න්‍යායක් වඩාත් සංකීර්ණ එකකට වඩා කැමති වන අතර, පාලනය කළ නොහැකි සංසිද්ධීන් පිළිබඳ සමපේක්ෂන වලක්වනු ලබන, ඔක්සිම් විසින් පාර්සිමොනි නොහොත් ඔකාම්ගේ රේසර් යන මූලධර්මය හඳුන්වා දෙන ලදී.",ඔක්හැම්ගේ පාර්සිමොනි මූලධර්මයේ විලියම්ගේ පොදු නම කුමක්ද?,ඔකෑම්ගේ රේසරය
5,4005,"පැරණි ඉංග්‍රීසි වර්ධනය වූයේ ඇන්ග්ලෝ-ෆ්‍රිෂියන් හෝ උතුරු මුහුදේ ජර්මානු උපභාෂා සමූහයකිනි. මුලින් ජර්මානු ගෝත්‍රිකයන් විසින් සාම්ප්‍රදායිකව කෝණ, සැක්සන් සහ ජුට් ලෙස හැඳින්වේ. එංගලන්තයේ ඇන්ග්ලෝ සැක්සන්වරුන්ගේ ආධිපත්‍යයත් සමඟම ඔවුන්ගේ භාෂාව රෝමානු බ්‍රිතාන්‍යයේ භාෂාවන් වෙනුවට ආදේශ විය: රෝමානු ආක්‍රමණය මගින් බ්‍රිතාන්‍යයට ගෙන එන පොදු බ්‍රිටෝනික්, කෙල්ටික් භාෂාවක් සහ ලතින්. පැරණි ඉංග්‍රීසි ප්‍රධාන උපභාෂා හතරක් ඇති අතර ඒවා විශේෂිත ඇන්ග්ලෝ සැක්සන් රාජධානි හා සම්බන්ධ වේ: මර්ෂියන්, නොර්ටුම්බ්‍රියන්, කෙන්තිෂ් සහ බටහිර සැක්සන්. පසුකාලීන පැරණි ඉංග්‍රීසි යුගයේ සාහිත්‍ය ප්‍රමිතියට පදනම සැකසුවේ බටහිර සැක්සන් ය. එහෙත් මැද හා නූතන ඉංග්‍රීසි ආධිපත්‍යය ප්‍රධාන වශයෙන් මර්සියානු භාෂාවෙන් වර්ධනය වනු ඇත. 9 වන ශතවර්ෂයේ ආරම්භයේ සිට ස්කැන්ඩිනේවියානු පාලනය සහ ජනාවාස හේතුවෙන් එංගලන්තයේ නැගෙනහිර හා උතුරු ප්‍රදේශවල කථාව පැරණි පැරණි නොර්ස් බලපෑමට ලක් විය. 9 වන ශතවර්ෂයේ ආරම්භයේ සිට ස්කැන්ඩිනේවියානු පාලනය සහ ජනාවාස හේතුවෙන් එංගලන්තයේ නැගෙනහිර හා උතුරු ප්‍රදේශවල කථාව පැරණි පැරණි නොර්ස් බලපෑමට ලක් විය.",ඇන්ග්ලෝ-ෆ්‍රිෂියන් සඳහා තවත් නමක් කුමක්ද?,උතුරු මුහුදේ ජර්මානු
6,4006,"එක්සත් ජනපද ප්‍රවෘත්ති සහ ලෝක වාර්තාවේ “ඇමරිකාවේ හොඳම විද්‍යාල” 2016 කලාපයේ, KU හි ඉංජිනේරු පාසල ජාතික විශ්ව විද්‍යාල අතර 90 වන ස්ථානයට පත්විය.",2016 දී ඇමරිකාවේ හොඳම විද්‍යාල ප්‍රකාශයට පත් කළේ කවුද?,එක්සත් ජනපද ප්‍රවෘත්ති සහ ලෝක වාර්තාව
7,4007,"ජොහාන් ෆ්‍රෙඩ්රික් බ්ලූමන්බැක් විසින් රචිත 1775 නිබන්ධනය ""කොකේසොයිඩ් තරඟය, මොන්ගෝලොයිඩ් තරඟය, ඉතියෝපියානු තරඟය (පසුව නෙග්‍රොයිඩ් ලෙස හැඳින්වූ අතර පටු ඉතියෝපයිඩ් තරඟය සමඟ පටලවා නොගත යුතුය), ඇමරිකානු ඉන්දියානු තරඟය, සහ මලයාන් ජාතිය, නමුත් ඔහු තරඟ අතර කිසිදු ධූරාවලියක් යෝජනා කළේ නැත. එක් කණ්ඩායමක සිට යාබද කණ්ඩායම් දක්වා ශ්‍රේණිගත කිරීම්වල ශ්‍රේණිගත සංක්‍රාන්තිය ද බ්ලූමන්බැක් විසින් සටහන් කරන ලද අතර, “එක් වර්ගයක මිනිස් සංහතිය බුද්ධිමත්ව අනෙකාට ඇතුළු වන අතර, ඔවුන් අතර සීමාවන් ඔබට සලකුණු කළ නොහැක”. එක් කණ්ඩායමක සිට යාබද කණ්ඩායම් දක්වා ශ්‍රේණිගත කිරීම්වල ශ්‍රේණිගත සංක්‍රාන්තිය ද බ්ලූමන්බැක් විසින් සටහන් කරන ලද අතර, “එක් වර්ගයක මිනිස් සංහතිය බුද්ධිමත්ව අනෙකාට ඇතුළු වන අතර, ඔවුන් අතර සීමාවන් ඔබට සලකුණු කළ නොහැක”.",බ්ලුමන්බැක්ගේ නිබන්ධනයේ කොපමණ බෙදීම් තිබේද?,පහ
8,4008,"බ්‍රසීලියා (පෘතුගීසි උච්චාරණය: [bɾaˈziljɐ]) යනු බ්‍රසීලයේ ෆෙඩරල් අගනුවර වන අතර ෆෙඩරල් දිස්ත්‍රික්කයේ රජයේ ආසනයයි. නගරය පිහිටා තිබෙන්නේ රටේ මධ්‍ය-බටහිර කලාපයේ බ්‍රසීල කඳුකරයේ ය. එය නව ජාතික අගනුවර ලෙස සේවය කිරීම සඳහා 1960 අප්‍රේල් 21 වන දින ආරම්භ කරන ලදී. 2011 දී බ්‍රසීලියා සහ එහි මෙට්‍රෝ (මුළු ෆෙඩරල් දිස්ත්‍රික්කයම ආවරණය වන පරිදි) ජනගහනය 2,556,149 ක් වූ අතර එය බ්‍රසීලයේ 4 වන වැඩිම ජනගහනය සහිත නගරය බවට පත්විය. ප්‍රධාන ලතින් ඇමරිකානු නගර අතර, ඒක පුද්ගල දළ දේශීය නිෂ්පාදිතය ඩොලර් 61,915 (ඇමරිකානු ඩොලර් 36,175) වේ. ප්‍රධාන ලතින් ඇමරිකානු නගර අතර, ඒක පුද්ගල දළ දේශීය නිෂ්පාදිතය ඩොලර් 61,915 (ඇමරිකානු ඩොලර් 36,175) වේ.",බ්‍රසීලියාහි මෙට්‍රෝ ප්‍රදේශයේ ජනගහනය කොපමණද?,"2,556,149 කි"
9,4009,"කම්පන සෝපාන පද්ධතියක විදුලිය නැති වූ විට, සියලු විදුලි සෝපාන මුලින් නතර වනු ඇත. එකින් එක, කණ්ඩායමේ සෑම මෝටර් රථයක්ම නැවත ලොබි තට්ටුවට පැමිණ, එහි දොරවල් විවෘත කර වසා දමනු ඇත. ඉතිරි සෝපානයේ සිටින පුද්ගලයින්ට දර්ශක ආලෝකයක් දැකිය හැකිය, නැතහොත් විදුලි සෝපානය ළඟදීම ලොබිය වෙත පැමිණෙන බව දැනුම් දෙන හ voice නිවේදනයක් ඇසෙනු ඇත. සියලුම මෝටර් රථ සාර්ථකව ආපසු පැමිණි පසු, පද්ධතිය ස්වයංක්‍රීයව සාමාන්‍ය මෙහෙයුම් සඳහා භාවිතා කිරීමට කාර් එකක් හෝ කිහිපයක් තෝරා ගන්නා අතර මෙම මෝටර් රථ නැවත සේවයට පැමිණේ. හදිසි බලය යටතේ ධාවනය කිරීම සඳහා තෝරාගත් මෝටර් රථ (ය) ලොබියේ යතුරක් හෝ තීරු ස්විචයක් මඟින් අතින් අභිබවා යා හැකිය. එන්ට්‍රාප් කිරීම වැළැක්වීම සඳහා, පද්ධතිය අඩු බලයකින් ධාවනය වන බව පද්ධතිය විසින් අනාවරණය කරගත් විට, එය ධාවනය වන මෝටර් රථ ලොබියට හෝ ළඟම තට්ටුවට ගෙන එනු ඇත, දොරවල් විවෘත කර වසා දමයි. එන්ට්‍රාප් කිරීම වැළැක්වීම සඳහා, පද්ධතිය අඩු බලයකින් ධාවනය වන බව පද්ධතිය විසින් අනාවරණය කරගත් විට, එය ධාවනය වන මෝටර් රථ ලොබියට හෝ ළඟම තට්ටුවට ගෙන එනු ඇත, දොරවල් විවෘත කර වසා දමයි.",කම්පන සෝපානයක විදුලිය විසන්ධි වන විට සහ විදුලි සෝපාන සියල්ල නතර වූ විට සිදුවන සිදුවීම් අනුපිළිවෙල කුමක්ද?,"එකින් එක, කණ්ඩායමේ සෑම මෝටර් රථයක්ම නැවත ලොබි තට්ටුවට පැමිණ, එහි දොරවල් විවෘත කර වසා දමනු ඇත"
