,original_index,context_translated,question_translated,text_translated
0,6951,"රඟහල දිස්ත්‍රික්කය යනු හූස්ටන් නගර මධ්‍යයේ පිහිටි බ්ලොක් 17 ක ප්‍රදේශයක් වන අතර එය බයූ පෙදෙසෙහි විනෝදාස්වාද සංකීර්ණය, අවන්හල්, චිත්‍රපට, ප්ලාසා සහ උද්‍යාන පිහිටා තිබේ. බයූ පෙදෙස යනු පූර්ණ-සේවා අවන්හල්, බාර්, සජීවී සංගීතය, බිලියඩ් සහ සන්ඩන්ස් සිනමා ඇතුළත් විශාල බහු මට්ටමේ ගොඩනැගිල්ලකි. බයූ සංගීත මධ්‍යස්ථානය සජීවී ප්‍රසංග, වේදිකා නාට්‍ය සහ නැගී එන ප්‍රහසන ඉදිරිපත් කරයි. අභ්‍යවකාශ මධ්‍යස්ථානය හූස්ටන් යනු නාසා හි ලින්ඩන් බී. ජොන්සන් අභ්‍යවකාශ මධ්‍යස්ථානයේ නිල අමුත්තන්ගේ මධ්‍යස්ථානයයි. අභ්‍යවකාශ මධ්‍යස්ථානයේ සඳ පාෂාණ, ෂටල් සිමියුලේටරයක් සහ නාසා හි මිනිසුන් සහිත අභ්‍යවකාශ පියාසර වැඩසටහනේ ඉතිහාසය පිළිබඳ ඉදිරිපත් කිරීම් ඇතුළු අන්තර්ක්‍රියාකාරී ප්‍රදර්ශන රාශියක් ඇත. අනෙකුත් සංචාරක ආකර්ෂණයන් අතර ගාලේරියා (ටෙක්සාස් හි විශාලතම සාප්පු සංකීර්ණය, අප්ටවුන් දිස්ත්‍රික්කයේ පිහිටා ඇත), ඕල්ඩ් මාකට් චතුරශ්‍රය, ඩවුන්ටවුන් ඇක්වාරියම් සහ සෑම් හූස්ටන් රේස් පාර්ක් ඇතුළත් වේ. අනෙකුත් සංචාරක ආකර්ෂණයන් අතර ගාලේරියා (ටෙක්සාස් හි විශාලතම සාප්පු සංකීර්ණය, අප්ටවුන් දිස්ත්‍රික්කයේ පිහිටා ඇත), ඕල්ඩ් මාකට් චතුරශ්‍රය, ඩවුන්ටවුන් ඇක්වාරියම් සහ සෑම් හූස්ටන් රේස් පාර්ක් ඇතුළත් වේ.",අභ්‍යවකාශ මධ්‍යස්ථානය හූස්ටන් කොහෙද?,ලින්ඩන් බී. ජොන්සන් අභ්‍යවකාශ මධ්‍යස්ථානය
1,6952,"අවශ්‍ය යූඒවී මෙහෙයුම්කරුවන්ගේ හිඟයට එක් හේතුවක් ලෙස එක්සත් ජනපද ගුවන් හමුදාවේ සංස්කෘතික හා වෘත්තීය ගැටලු සඳහන් කර ඇත. ඉරාක යුද්ධය පැවති සමයේ ඇමරිකානු භටයින්ට ඔරලෝසු ආවරණයක් සැපයීම සඳහා යූඒවී හෝ ඩ්‍රෝන යානා සඳහා හදිසි අවශ්‍යතාවයක් තිබියදීත්, යූඑස්ඒඑෆ් එම යුද්ධයේ අවසන් වසර දක්වා ඔවුන් නියමුවන් කිරීම සඳහා නව වෘත්තීය ක්ෂේත්‍රයක් ස්ථාපිත නොකළ අතර 2014 දී එහි ආර්පීඒ පුහුණුව වෙනස් කළේය. විෂය නිර්දේශය නැවතත්, පුහුණුවේදී විශාල ගුවන් යානා අලාභයන් හමුවේ සහ ඩ්‍රෝන් වැඩසටහන් හැසිරවීම පිළිබඳ විවේචනාත්මක දිසාපති වාර්තාවකට ප්‍රතිචාර වශයෙන්. පෝල් ෂාරේ වාර්තා කර ඇත්තේ යූඑස්ඒඑෆ් සහ එක්සත් ජනපද හමුදාව අතර ඇති සංස්කෘතික බෙදීම් මගින් සේවා දෙකම එකිනෙකාගේ ඩ්‍රෝන යානා නව්‍යකරණයන්ගෙන් වැළකී සිටින බවයි. පෝල් ෂාරේ වාර්තා කර ඇත්තේ යූඑස්ඒඑෆ් සහ එක්සත් ජනපද හමුදාව අතර ඇති සංස්කෘතික බෙදීම් මගින් සේවා දෙකම එකිනෙකාගේ ඩ්‍රෝන යානා නව්‍යකරණයන්ගෙන් වැළකී සිටින බවයි.",සංස්කෘතික බෙදීමක් මගින් එක්සත් ජනපද ගුවන් හමුදාව ඔවුන්ගේ ඩ්‍රෝන් ප්‍රොටෝකෝල භාවිතා කිරීම වළක්වන්නේ එක්සත් ජනපද හමුදාවේ කුමන ශාඛාවද?,එක්සත් ජනපද හමුදාව
2,6953,එක්සත් ජනපද හමුදාව දෙවියන් විශ්වයක් නිර්මාණය කර එය අත්හැරියේ මන්දැයි දේවවාදයට පැහැදිලි කිරීමට සහ විශ්වයේ ආරම්භය හා අරමුණ පැන්තේවාදය ලෙස පැහැදිලි කිරීමට පාණ්ඩේවාදය යෝජනා කරයි.,දේවවාදී දෙවි කෙනෙක් නොකරන්නේ කුමක්ද?,යාච් prayers ාවලට පිළිතුරු දෙන්නේවත් ප්‍රාතිහාර්යයන් කරන්නේවත් නැත
3,6954,"ප්‍රතිසංස්කරණ සමයේදී මෙම යෙදුම ජර්මානු දේශපාලනයෙන් පරිබාහිරව භාවිතා කර නැත. ශුභාරංචිය සඳහන් කරන එවැන්ජලික (ජර්මානු: එවැන්ජලිස්) යන වචනය ආගමික ව්‍යාපාරයට සම්බන්ධ අය සඳහා වඩාත් පුළුල් ලෙස භාවිතා කරන ලදී. වර්තමානයේ, මෙම වචනය සමහර historical තිහාසික රෙපරමාදු නිකායන් අතර වඩාත් කැමති වේ, සියල්ලටම වඩා ජර්මානු කතාකරන ප්‍රදේශය වන ඊ.කේ.ඩී. ජර්මානු වචනයේ එවැන්ජලිස් යන්නෙහි අර්ථය රෙපරමාදු භක්තිකයා වන අතර එය ජර්මානු එවැන්ජලිකල්ට වඩා වෙනස් වේ. එවැන්ජලිස්ත යන ඉංග්‍රීසි වචනය සාමාන්‍යයෙන් යොමු දක්වන්නේ එවැන්ජලිස්ත රෙපරමාදු පල්ලිවලට වන අතර එබැවින් සමස්තයක් ලෙස රෙපරමාදු ආගමට නොවේ. එය එහි මූලයන් එංගලන්තයේ පියුරිටන්වරුන් වෙත ගෙන යන අතර එවැන්ජලිස්තවාදය ආරම්භ වූ අතර පසුව එය එක්සත් ජනපදයට ගෙන එන ලදී. ප්‍රතිසංස්කරණවාදියා යන වචනය ජර්මානු භාෂාවෙන් එවැන්ජලිස් සඳහා විකල්පයක් ලෙස භාවිතා කර ඇති අතර එය ඉංග්‍රීසි ප්‍රතිසංස්කරණයට වඩා වෙනස් (ජර්මානු: ප්‍රතිසංස්කරණ), එය ජෝන් කැල්වින්, හල්ඩ්‍රිච් ස්වින්ග්ලි සහ අනෙකුත් ප්‍රතිසංස්කරණ දේවධර්මවාදීන්ගේ අදහස් වලින් හැඩගස්වා ඇති පල්ලි වලට යොමු වේ. ප්‍රතිසංස්කරණවාදියා යන වචනය ජර්මානු භාෂාවෙන් එවැන්ජලිස් සඳහා විකල්පයක් ලෙස භාවිතා කර ඇති අතර එය ඉංග්‍රීසි ප්‍රතිසංස්කරණයට වඩා වෙනස් (ජර්මානු: ප්‍රතිසංස්කරණ), එය ජෝන් කැල්වින්, හල්ඩ්‍රිච් ස්වින්ග්ලි සහ අනෙකුත් ප්‍රතිසංස්කරණ දේවධර්මවාදීන්ගේ අදහස් වලින් හැඩගස්වා ඇති පල්ලි ගැන සඳහන් කරයි.",එවැන්ජලිස්ත යන යෙදුම ආරම්භ වන්නේ කුමන භාෂාවෙන්ද?,ජර්මානු
4,6955,"බැංකුව යුරෝපා සංගමය තුළ සහ ජාත්‍යන්තරව තෙවන ආයතන හා ආයතන සමඟ සහයෝගයෙන් කටයුතු කළ යුතුය. අවසාන වශයෙන්, එය ස්ථාවර මූල්‍ය පද්ධතියක් පවත්වාගෙන යාමට සහ බැංකු අංශය අධීක්ෂණය කිරීමට දායක වේ. නිදසුනක් ලෙස, මූල්‍ය ක්‍රමය ස්ථාවර කිරීම සඳහා බැංකුවලට යුරෝ බිලියන ගණනක් ණයට දුන් විට උපප්‍රයිම් උකස් අර්බුදය අතරතුර බැංකුවේ මැදිහත්වීම දැකිය හැකිය. 2007 දෙසැම්බරයේදී යුරෝ කලාපයේ ඩොලර් ද්‍රවශීලතාවය වැඩි දියුණු කිරීම සහ මුදල් වෙළඳපොළ ස්ථාවර කිරීම සඳහා කාලීන වෙන්දේසි පහසුකම නමින් වැඩසටහනක් යටතේ ෆෙඩරල් සංචිත පද්ධතිය සමඟ ඒකාබද්ධව යූසීබී තීරණය කළේය. 2007 දෙසැම්බරයේදී යුරෝ කලාපයේ ඩොලර් ද්‍රවශීලතාවය වැඩි දියුණු කිරීම සහ මුදල් වෙළඳපොළ ස්ථාවර කිරීම සඳහා කාලීන වෙන්දේසි පහසුකම නමින් වැඩසටහනක් යටතේ ෆෙඩරල් සංචිත පද්ධතිය සමඟ ඒකාබද්ධව යූසීබී තීරණය කළේය.",මූල්‍ය අර්බුදය ස්ථාවර කිරීමට සහ ඩොලර් ද්‍රවශීලතාවය වැඩි දියුණු කිරීමට කාලීන වෙන්දේසිය භාවිතා කිරීමට යුමබැ සමඟ එක්ව තීරණය කළේ කවුද?,ෆෙඩරල් සංචිත පද්ධතිය
5,6956,"නුවෙවා විස්කයා (නිව් බිස්කේ) යනු ස්පා Spanish ් by ජාතිකයන් විසින් ගවේෂණය කර පදිංචි කරන ලද උතුරු නිව් ස්පා Spain ් of යේ පළමු පළාතයි. 1528 දී පමණ ඇල්වාර් නීස් කබීසා ද වාකාගේ නායකත්වයෙන් යුත් ස්පා ani ් ard ගවේෂකයන් කණ්ඩායමක් මුලින්ම චිහුවාආ නම් ප්‍රදේශයට ඇතුළු වූහ. භූමිය යටත් කර ගැනීම ශතවර්ෂයකට ආසන්න කාලයක් පැවති අතර, කොන්චෝස් ගෝත්‍රයේ දැඩි ප්‍රතිරෝධයට මුහුණ දුන් නමුත්, ස්පා Spanish ් C කිරීටය කලාපය කඩිමුඩියේ පතල් කැණීම් මධ්‍යස්ථානයක් බවට පත් කිරීමට ඇති ආශාව නිසා ප්‍රදේශය පාලනය කිරීම සඳහා ශක්තිමත් උපාය මාර්ගයක් ඇති විය. භූමිය යටත් කර ගැනීම ශතවර්ෂයකට ආසන්න කාලයක් පැවති අතර, කොන්චෝස් ගෝත්‍රයේ දැඩි ප්‍රතිරෝධයට මුහුණ දුන් නමුත්, ස්පා Spanish ් C කිරීටය කලාපය කඩිමුඩියේ පතල් කැණීම් මධ්‍යස්ථානයක් බවට පත් කිරීමට ඇති ආශාව නිසා ප්‍රදේශය පාලනය කිරීම සඳහා ශක්තිමත් උපාය මාර්ගයක් ඇති විය.",ස්පා Spanish ් ඔටුන්නට අවශ්‍ය වූයේ කලාපය කුමන ආකාරයේ කර්මාන්තයක් බවට පත් කිරීමටද?,පතල් මධ්‍යස්ථානය
6,6957,"සියළුම රාජ්‍යයන්ට භූගෝලීය විෂය පථයක්, අවශ්‍යතා, ක්‍රියා හෝ ප්‍රක්ෂේපිත බලය ඇත. මහා බලයක් කලාපීය බලයකින් වෙන්කර හඳුනා ගැනීමේ තීරණාත්මක සාධකයකි; අර්ථ දැක්වීම අනුව කලාපීය බලයක විෂය පථය එහි කලාපයට සීමා වේ. පවත්නා ජාත්‍යන්තර ක්‍රමයේ විෂය පථය පුරා සැබෑ බලපෑමක් ඇති කිරීමට විශාල බලයක් තිබිය යුතු යැයි යෝජනා වී තිබේ. නිදසුනක් ලෙස ආර්නෝල්ඩ් ජේ. ටොයින්බී නිරීක්ෂණය කරන්නේ, “මහා බලය යනු එය ක්‍රියාත්මක වන සමාජයේ පුළුල්ම පරාසය සමඟ සමපාත වන බලපෑමක් ඇති කරන දේශපාලන බලවේගයක් ලෙස අර්ථ දැක්විය හැකි බවයි. 1914 මහා බලවතුන්‘ ලෝක බලවතුන් ’වූ බැවිනි. බටහිර සමාජය මෑතකදී 'ලෝක ව්‍යාප්ත' බවට පත්ව තිබුණි. 1914 මහා බලවතුන් 'ලෝක බලවතුන්' වූයේ බටහිර සමාජය මෑතකදී 'ලෝක ව්‍යාප්ත' බවට පත්ව තිබූ බැවිනි.","""මහා බලය යනු එය ක්‍රියාත්මක වන සමාජයේ පුළුල්ම පරාසය සමඟ සමපාත වන බලපෑමක් ඇති කරන දේශපාලන බලවේගයක් ලෙස අර්ථ දැක්විය හැකිය. 1914 මහා බලවතුන් 'ලෝක බලවතුන්' විය. 1914 මහා බලවතුන් 'ලෝක බලවතුන්' ද?",ආර්නෝල්ඩ් ජේ. ටොයින්බී
7,6958,ආර්නෝල්ඩ් ජේ. ටොයින්බී... සමකාලීන පරිගණක විද්‍යාව සාමාන්‍යයෙන් මෘදුකාංග ඉංජිනේරු විද්‍යාවේ ප්‍රායෝගික අවධාරණයට වෙනස්ව ගණිතමය 'න්‍යාය' අවධාරණය කරයි.,පරිගණක විද්‍යාව සමස්තයක් ලෙස විද්‍යාවට උපකාර කර ඇත්තේ කෙසේද?,විද්‍යාත්මක දත්ත විශාල වශයෙන් සංරක්ෂණය කිරීමට පහසුකම් සැලසීමෙනි
8,6959,විද්‍යාත්මක දත්ත විශාල වශයෙන් සංරක්ෂණය කිරීමට පහසුකම් සැලසීමෙනි... 635 වන විට චීන තාරකා විද්‍යා rs යින් නිරීක්ෂණය කර තිබුණේ වල්ගා තරු වලිග සෑම විටම සූර්යයාගෙන් points ත් වන බවයි.,චීනය වාර්තා කළ තාරකා විද්‍යාවේ නිරීක්ෂණ මොනවාද?,හිරු පැල්ලම්
9,6960,"සුක්සියාන්-සායැං සටනේදී සහ 1 වන චැංෂා සටනේදී ජපන් ජාතිකයන් පෙර නොවූ විරූ ලෙස පරාජය කිරීමත් සමඟ යුද්ධය නව අදියරකට අවතීර්ණ විය. මෙම ජයග්‍රහණයන්ගෙන් පසුව, චීන ජාතිකවාදී බලවේග 1940 මුල් භාගයේදී මහා පරිමාණ ප්‍රතිප්‍රහාරයක් දියත් කළහ; කෙසේ වෙතත්, එහි අඩු මිලිටරි-කාර්මික ධාරිතාවය නිසා එය 1940 මාර්තු අග දී ජපාන හමුදාව විසින් පලවා හරින ලදි. 1940 අගෝස්තු මාසයේදී චීන කොමියුනිස්ට්වාදීන් මධ්‍යම චීනයේ ප්‍රහාරයක් දියත් කළහ; ඊට ප්‍රතිප්‍රහාර වශයෙන් ජපානය කොමියුනිස්ට්වාදීන් සඳහා මානව හා ද්‍රව්‍යමය සම්පත් අඩු කිරීම සඳහා වාඩිලාගෙන සිටින ප්‍රදේශවල “සියලු ත්‍රිත්ව ප්‍රතිපත්තිය” (“සියල්ල මරා දමන්න, සියල්ල පුළුස්සා දමන්න, සියල්ල කොල්ලකන්න”) ආරම්භ කළේය. 1941 වන විට ගැටුම බාධාවක් බවට පත්විය. ජපානය උතුරු, මධ්‍යම හා වෙරළබඩ චීනයෙන් වැඩි කොටසක් අත්පත් කරගෙන සිටියද, ජාතිකවාදී රජය චුන්කින් හි තාවකාලික ප්‍රාග්ධනයක් සහිතව අභ්‍යන්තරයට පසු බැස ඇති අතර චීන කොමියුනිස්ට්වාදීන් ෂැන්සි හි මූලික ප්‍රදේශ පාලනය කරමින් සිටියහ. ඊට අමතරව, උතුරු හා මධ්‍යම චීනයේ ජපාන පාලනය තරමක් දුර්වල වූ අතර, සාමාන්‍යයෙන් දුම්රිය මාර්ග සහ ප්‍රධාන නගර (""ලකුණු සහ රේඛා"") පාලනය කිරීමට ජපානයට හැකි වූ නමුත් විශාල චීන ගම්බද ප්‍රදේශවල ප්‍රධාන මිලිටරි හෝ පරිපාලනමය පැවැත්මක් නොතිබුණි. . ජපාන ජාතිකයින් පසුබැසීමට හා නැවත සංවිධානය කිරීමට එරෙහිව චීන හමුදාව නිරිතදිග චීනයේ කඳුකර භූමි ප්‍රදේශය විසින් නවතා දමා ඇති අතර කොමියුනිස්ට්වාදීන් ජපාන පෙරමුණට පිටුපසින් උතුරු හා නැගෙනහිර චීනයේ පුළුල් ගරිල්ලා සහ කඩාකප්පල්කාරී ක්‍රියාකාරකම් සංවිධානය කළහ. ජපාන ජාතිකයින් පසුබැසීමට හා නැවත සංවිධානය කිරීමට එරෙහිව චීන හමුදාව නිරිතදිග චීනයේ කඳුකර භූමි ප්‍රදේශය විසින් නවතා දමා ඇති අතර කොමියුනිස්ට්වාදීන් ජපාන පෙරමුණට පිටුපසින් උතුරු හා නැගෙනහිර චීනයේ පුළුල් ගරිල්ලා සහ කඩාකප්පල්කාරී ක්‍රියාකාරකම් සංවිධානය කළහ.",චීන ජාතිකයන් අවසානයේ එහි ප්‍රතිප්‍රහාරවලින් අසමත් වූයේ ඇයි?,අඩු මිලිටරි-කාර්මික ධාරිතාව
