,original_index,context_translated,question_translated,text_translated
0,8000,"සහන ලැබූ බ්‍රිතාන්‍යයන් 1941 අගෝස්තු මාසයේදී බ්ලිට්ස්හි බලපෑම තක්සේරු කිරීමට පටන් ගත් අතර, බෝම්බ කමාන්ඩ්ගේ ප්‍රහාර වැඩි දියුණු කිරීම සඳහා RAF ගුවන් කාර්ය මණ්ඩලය ජර්මානු අත්දැකීම් භාවිතා කළහ. ඔවුන් නිගමනය කළේ බෝම්බ හෙලන යානා සෑම රාත්‍රියකම එක් ඉලක්කයකට පහර දිය යුතු බවත් ඉහළ පුපුරණ ද්‍රව්‍යවලට වඩා නිෂ්පාදනයට වැඩි බලපෑමක් ඇති කළ හැකි නිසා ඔවුන් වැඩි ප්‍රමාණයක් භාවිතා කළ යුතු බවත්ය. පරිපාලන කාර්යාල, උපයෝගිතා සහ ප්‍රවාහනය අහිමිවීමෙන් නගර මධ්‍යස්ථාන විනාශ වූ විට කලාපීය නිෂ්පාදනය දැඩි ලෙස කඩාකප්පල් වූ බව ද ඔවුහු සඳහන් කළහ. ලුෆ්ට්වාෆේ නිරවද්‍ය ප්‍රහාරයකින් අසමත් වූ බව ඔවුන් විශ්වාස කළ අතර, ආක්‍රමණිකයන් යොදා ගනිමින් ප්‍රදේශ ප්‍රහාර එල්ල කිරීම පිළිබඳ ජර්මානු උදාහරණය ජර්මනිය හරහා මෙහෙයුම් සඳහා ඉදිරි මාවත බව නිගමනය කළහ. ලුෆ්ට්වාෆේ නිරවද්‍ය ප්‍රහාරයකින් අසමත් වූ බව ඔවුන් විශ්වාස කළ අතර, ආක්‍රමණිකයන් යොදා ගනිමින් ප්‍රදේශ ප්‍රහාර එල්ල කිරීම පිළිබඳ ජර්මානු උදාහරණය ජර්මනිය හරහා මෙහෙයුම් සඳහා ඉදිරි මාවත බව නිගමනය කළහ.",බෝම්බර් කමාන්ඩ්ගේ ප්‍රහාර වැඩි කිරීමට උපකාරී වූයේ කුමක්ද?,ජර්මානු අත්දැකීම්
1,8001,"විදුලි සම්බන්ධතා වල බොහෝ විධිවිධාන භාවිතා වේ. විශාල ලාම්පු වලට ඉස්කුරුප්පු පදනමක් (කෙළවරේ සම්බන්ධතා එකක් හෝ වැඩි ගණනක්, කවචයේ එකක්) හෝ බයිනෙත්තු පදනමක් (පාදයේ සම්බන්ධතා එකක් හෝ වැඩි ගණනක්, කවචය ස්පර්ශයක් ලෙස භාවිතා කිරීම හෝ යාන්ත්‍රික ආධාරකයක් ලෙස පමණක් භාවිතා කිරීම) තිබිය හැකිය. සමහර නල ලාම්පු දෙපස විදුලි සම්බන්ධතාවයක් ඇත. කුඩා ලාම්පු වලට කු ed ් base පදනමක් සහ වයර් සම්බන්ධතා තිබිය හැකි අතර සමහර වාහන සහ විශේෂ කාර්ය ලාම්පු වයර් සම්බන්ධ කිරීම සඳහා ඉස්කුරුප්පු පර්යන්ත ඇත. ලාම්පු සොකට්ටුවේ ඇති සම්බන්ධතා මගින් විදුලි ධාරාව පාදම හරහා සූතිකා වෙත ගමන් කිරීමට ඉඩ ලබා දේ. තාපදීප්ත විදුලි බුබුළු සඳහා බල ශ්‍රේණිගත කිරීම වොට් 0.1 සිට වොට් 10,000 ක් පමණ වේ. තාපදීප්ත විදුලි බුබුළු සඳහා බල ශ්‍රේණිගත කිරීම වොට් 0.1 සිට වොට් 10,000 ක් පමණ වේ.",වයර් සම්බන්ධ කිරීම සඳහා ඉස්කුරුප්පු පර්යන්ත භාවිතා කරන ලාම්පු මොනවාද?,මෝටර් රථ සහ විශේෂ අරමුණු ලාම්පු
2,8002,"2011 සංගණනයෙන් වාර්තා වූයේ පුද්ගලයන් 2,998,264 ක් හෝ ලන්ඩනයේ ජනගහනයෙන් 36.7% ක් විදේශීය උපන් අය බවයි. දකුණේ ඇති වගුවේ දැක්වෙන්නේ ලන්ඩන් වැසියන්ගේ උපතේ වඩාත් පොදු රටවල් ය. ජර්මනියේ උපන් ජනගහනයෙන් සමහරක්, 18 වන ස්ථානයේ, උපතේ සිට ජර්මනියේ බ්‍රිතාන්‍ය සන්නද්ධ හමුදාවන්හි සේවය කරන දෙමාපියන් දක්වා බ්‍රිතාන්‍ය පුරවැසියන් බව සලකන්න. කාර්මිකකරණය වැඩිවීමත් සමඟ ලන්ඩනයේ ජනගහනය 19 වන හා 20 වන සියවස්වල වේගයෙන් වර්ධනය වූ අතර එය 19 වන සියවසේ අගභාගයේ සහ 20 වන සියවසේ මුල් භාගයේදී ලෝකයේ වඩාත්ම ජනාකීර්ණ නගරය විය. දෙවන ලෝක යුද්ධය ආරම්භ වීමට පෙර එහි ජනගහනය 1939 දී 8,615,245 ක් දක්වා ඉහළ ගිය නමුත් 2001 සංගණනයේදී 7,192,091 දක්වා අඩු වී තිබුණි. කෙසේ වෙතත්, එවකට ජනගහනය 2001 සහ 2011 සංගණන අතර මිලියනයකට වඩා වැඩි වී 8,173,941 දක්වා ළඟා විය. කෙසේ වෙතත්, එවකට ජනගහනය 2001 සහ 2011 සංගණන අතර මිලියනයකට වඩා වැඩි වී 8,173,941 දක්වා ළඟා විය.",ලන්ඩනයේ වැඩිම ජනගහණ සංඛ්‍යාවක් දුටුවේ කවදාද?,1939 දෙවන ලෝක යුද්ධය ආරම්භ වීමට පෙර
3,8003,"කුඩා පරිමාණයේ රසායනාගාර අත්හදා බැලීම් වලදී නව රසායනික වීදුරු සංයුතිය හෝ නව ප්‍රතිකාර ක්‍රම මුලින් විමර්ශනය කළ හැකිය. රසායනාගාර පරිමාණයේ වීදුරු උණු කිරීම සඳහා වන අමුද්‍රව්‍ය බොහෝ විට මහා පරිමාණ නිෂ්පාදනයේදී භාවිතා වන ඒවාට වඩා වෙනස් වන්නේ පිරිවැය සාධකය අඩු ප්‍රමුඛතාවයක් ඇති බැවිනි. රසායනාගාරයේ වැඩි වශයෙන් පිරිසිදු රසායනික ද්‍රව්‍ය භාවිතා වේ. අමුද්‍රව්‍ය පරිසරයේ ඇති තෙතමනය හෝ වෙනත් රසායනික ද්‍රව්‍ය (ක්ෂාරීය හෝ ක්ෂාරීය පෘථිවි ලෝහ ඔක්සයිඩ හා හයිඩ්‍රොක්සයිඩ් හෝ බෝරෝන් ඔක්සයිඩ් වැනි) සමඟ ප්‍රතික්‍රියා කර නොමැති බව හෝ අපද්‍රව්‍ය ප්‍රමාණාත්මකව (ජ්වලනය නැතිවීම) ගැන සැලකිලිමත් විය යුතුය. අමුද්‍රව්‍ය තෝරාගැනීමේදී වීදුරු උණු කිරීමේදී සිදුවන වාෂ්පීකරණ පාඩු සලකා බැලිය යුතුය, උ.දා., පහසුවෙන් වාෂ්ප වන සීඕ 2 ට වඩා සෝඩියම් සෙලේනයිට් වඩාත් සුදුසු වේ. එසේම, Al2O3 ට වඩා අල් (OH) 3 වැනි සාපේක්ෂව නිෂ්ක්‍රීය ඒවාට වඩා පහසුවෙන් ප්‍රතික්‍රියා කරන අමුද්‍රව්‍ය වඩාත් සුදුසු වේ. සාමාන්‍යයෙන්, ද්‍රවාංකය ප්ලැටිනම් කබොලින් සිදු කරනු ලබන්නේ කබොල ද්‍රව්‍ය වලින් දූෂණය වීම අවම කිරීම සඳහා ය. වීදුරු සමජාතීයතාවය සාක්ෂාත් කරගනු ලබන්නේ අමුද්‍රව්‍ය මිශ්‍රණය (වීදුරු කණ්ඩායම) සමජාතීය කිරීම, දියවීම ඇවිස්සීම සහ පළමු දියවීම තලා දමා නැවත උණු කිරීමෙනි. ලබාගත් වීදුරුව සාමාන්‍යයෙන් සැකසීමේදී කැඩී යාම වැළැක්වීම සඳහා අක්‍රීය කරනු ලැබේ. ලබාගත් වීදුරුව සාමාන්‍යයෙන් සැකසීමේදී කැඩී යාම වැළැක්වීම සඳහා අක්‍රීය කරනු ලැබේ.",වීදුරුව කුඩු කර නැවත උණු කිරීම සඳහා හේතුව කුමක්ද?,සමජාතීයතාව
4,8004,ග්‍රීසියේ යුදෙව්වන්ගේ ඉතිහාසය ග්‍රීසියේ අඳුරු යුගයෙන් පසු ග්‍රීසියේ සම්භාව්‍ය සංස්කෘතිය විධිමත් කිරීමේ ක්‍රියාවලියකට භාජනය වෙමින් පැවති ග්‍රීසියේ පුරාණ යුගය දක්වා දිව යයි. ග්‍රීක ඉතිහාස ian හෙරෝඩෝටස් යුදෙව්වන් ගැන දැන සිටි අතර ඔහු “පලස්තීන සිරියානුවන්” ලෙස හැඳින්වූ අතර ආක්‍රමණික පර්සියානුවන්ට සේවය කිරීම සඳහා අය කරන ලද නාවික හමුදාවන් අතර ලැයිස්තුගත කළේය. ග්‍රීක බහු දේවවාදයට යුදෙව් ඒක දේවවාදයට දැඩි බලපෑමක් සිදු නොවූ අතර ග්‍රීක ජීවන රටාව බොහෝ ධනවත් යුදෙව්වන්ට ආකර්ශනීය විය. ඇතන්ස්හි ආගෝරා හි සිනගෝගය ක්‍රි.ව. 267 ත් 396 ත් අතර කාලයට අයත් ය. මැසිඩෝනියාවේ ස්ටෝබි සිනගෝගය 4 වන සියවසේදී වඩාත් පුරාණ සිනගෝගයක නටබුන් මත ඉදිකරන ලද අතර පසුව 5 වන සියවසේදී සිනගෝගය ක්‍රිස්තියානි බැසිලිකාව බවට පරිවර්තනය විය. මැසිඩෝනියාවේ ස්ටෝබි සිනගෝගය 4 වන සියවසේදී වඩාත් පුරාණ සිනගෝගයක නටබුන් මත ඉදිකරන ලද අතර පසුව 5 වන සියවසේදී සිනගෝගය ක්‍රිස්තියානි බැසිලිකාව බවට පරිවර්තනය විය.,යුදෙව්වන් ගැන දැන සිටි ග්‍රීක ඉතිහාස ian යා කවුද?,හෙරෝඩෝටස්
5,8005,"හෙරෝඩෝටස්... ඉතිහාස ian රෝයි පෝටර්ට අනුව, නොදැනුවත්කමේ ප්‍රබල තත්වයෙන් මිනිස් මනස මුදා ගැනීම බුද්ධිමය යුගය අල්ලා ගැනීමට උත්සාහ කළ දෙයෙහි සාරාංශයයි.",බුද්ධිමත්ව හැඳින්වූ යුදෙව් දාර්ශනිකයා තර්කානුකූලව මිනිසා අධ්‍යාපනය ලැබූ ක්‍රියාවලියක් ලෙස?,මෝසෙස් මෙන්ඩල්සන්
6,8006,"ඇන්ටෙනාවක ධ්‍රැවීකරණය යනු පෘථිවි පෘෂ් to යට සාපේක්ෂව රේඩියෝ තරංගයේ විද්‍යුත් ක්ෂේත්‍රයේ (ඊ-තලය) දිශානතියට යොමු වන අතර එය තීරණය වන්නේ ඇන්ටෙනාවේ භෞතික ව්‍යුහය සහ එහි දිශානතිය අනුව ය; මෙම තනතුර ඇන්ටෙනාවේ දිශානතියට වඩා සම්පූර්ණයෙන්ම වෙනස් බව සලකන්න. මේ අනුව, සරල සෘජු වයර් ඇන්ටෙනාවක් සිරස් අතට සවි කළ විට එක් ධ්‍රැවීකරණයක් ද තිරස් අතට සවි කළ විට වෙනස් ධ්‍රැවීකරණයක් ද ඇත. තීර්යක් තරංගයක් ලෙස, ගුවන්විදුලි තරංගයක චුම්බක ක්ෂේත්‍රය විද්‍යුත් ක්ෂේත්‍රයට සෘජු කෝණවලින් යුක්ත වන නමුත් සම්මුතිය අනුව ඇන්ටෙනාවේ “ධ්‍රැවීකරණය” පිළිබඳ කථාව විද්‍යුත් ක්ෂේත්‍රයේ දිශාවට යොමු කිරීම සඳහා තේරුම් ගනී. තීර්යක් තරංගයක් ලෙස, ගුවන්විදුලි තරංගයක චුම්බක ක්ෂේත්‍රය විද්‍යුත් ක්ෂේත්‍රයට සෘජු කෝණවලින් යුක්ත වන නමුත් සම්මුතිය අනුව ඇන්ටෙනාවේ “ධ්‍රැවීකරණය” පිළිබඳ කථාව විද්‍යුත් ක්ෂේත්‍රයේ දිශාවට යොමු කිරීම සඳහා තේරුම් ගනී.",විද්‍යුත් ක්ෂේත්‍රය සඳහා තවත් නමක් කුමක්ද?,ඊ-තලය
7,8007,"තියෝෆ්‍රාස්ටස් ශාක හා සතුන් පිළිබඳ පැරණිතම විස්තර කිහිපයක් ලියා, පළමු වර්ගීකරණය ස්ථාපිත කිරීම සහ ඛනිජ ද්‍රව්‍ය ඒවායේ දෘ hard තාව වැනි ගුණාංග අනුව බැලීය. ක්‍රි.ව. 77 දී ප්ලිනි ද එල්ඩර් විසින් ස්වභාවික ලෝකයේ විශාලතම විශ්වකෝෂයක් නිපදවූ අතර එය තියෝෆ්‍රාස්ටස්ගේ නියම අනුප්‍රාප්තිකයා ලෙස සැලකිය යුතුය. නිදසුනක් වශයෙන්, ඔහු දියමන්ති වල අෂ්ටාංශික හැඩය නිවැරදිව විස්තර කරන අතර, දියමන්ති දූවිලි කැටයම් කරුවන් විසින් වෙනත් මැණික් කැපීමට හා ඔප දැමීමට යොදා ගන්නා බව සඳහන් කරයි. ස් stal ටික හැඩයේ වැදගත්කම ඔහු හඳුනා ගැනීම නූතන ස් stal ටික විද්‍යාවේ පූර්වගාමියා වන අතර තවත් ඛනිජ වර්ග ගණනාවක් ගැන සඳහන් කිරීමෙන් ඛනිජ විද්‍යාව ආරක්ෂා වේ. අනෙක් ඛනිජ වල ලාක්ෂණික ස් stal ටික හැඩයන් ඇති බව ඔහු හඳුනා ගනී, නමුත් එක් උදාහරණයක දී ස් stal ටික පුරුද්ද ලැපිඩරීස් සමඟ පටලවා ගනී. ඇම්බර් යනු පයින් ගස් වලින් පොසිල කරන ලද දුම්මල බව මුලින්ම හඳුනාගත්තේ ඔහු තුළ සිරවී සිටින කෘමීන් සහිත සාම්පල දැක ඇති බැවිනි. ඇම්බර් යනු පයින් ගස් වලින් පොසිල කරන ලද දුම්මල බව මුලින්ම හඳුනාගත්තේ ඔහු තුළ සිරවී සිටින කෘමීන් සහිත සාම්පල දැක ඇති බැවිනි.",ඇම්බර් ගැන මුලින්ම හඳුනාගත් ප්ලිනි ද එල්ඩර්ගේ ලක්ෂණය කුමක්ද?,පොසිලීකරණය කරන ලද දුම්මලයකි
8,8008,1902 දී පර්සියානු ගල්ෆ් සහ ඉන්දියන් සාගරයේ වෙළඳ මාර්ගවල නාවික අවදානම පිළිබඳව සැලකිලිමත් වූ ඇමරිකානු රාජ්‍යතාන්ත්‍රික හා හමුදා කවයන්ගෙන් දෙවන උපායමාර්ගික පෞරුෂයක් වන ඇල්ෆ්‍රඩ් තයර් මහන් 1902 දී මෙසේ අදහස් දැක්වීය.,ඇල්ෆ්‍රඩ් තයර් මහන් සැලකිලිමත් වූයේ කුමක් ගැනද?,වෙළඳ මාර්ගවල නාවික අවදානම
9,8009,"බටහිර ඇලස්කාවේ දේශගුණය බොහෝ දුරට තීරණය වන්නේ බෙරිං මුහුද සහ ඇලස්කාවේ බොක්කයි. එය නිරිතදිගින් පිහිටි සාගර දේශගුණයක් සහ උතුරට මහද්වීපික උප නාගරික දේශගුණයකි. ප්‍රදේශය කොතරම් උතුරටද යන්න සලකා බැලීමේදී උෂ්ණත්වය තරමක් මධ්‍යස්ථය. මෙම කලාපයේ වර්ෂාපතනයේ විශාල විවිධත්වයක් ඇත. සෙවාර්ඩ් අර්ධද්වීපයේ උතුරු පැත්තේ සිට කොබුක් ගංගා නිම්නය දක්වා විහිදෙන ප්‍රදේශයක් (i. ඊ. අනෙක් අන්තයේ, ඩිලිංහැම් සහ බෙතෙල් අතර සමහර ස්ථාන වර්ෂාපතනයේ 100 in (සෙ.මී. 250) පමණ වේ. අනෙක් අන්තයේ, ඩිලිංහැම් සහ බෙතෙල් අතර සමහර ස්ථාන වර්ෂාපතනයේ 100 in (සෙ.මී. 250) පමණ වේ.",බටහිර ඇලස්කාවේ කාන්තාර ප්‍රදේශයට කොපමණ වර්ෂාපතනයක් ලැබේද?,වාර්ෂිකව වර්ෂාපතනය 10 (සෙ.මී. 25) ට අඩු
