,original_index,context_translated,question_translated,text_translated
0,7000,"ග්ලැසියර මෝරීන් සෑදී ඇත්තේ ග්ලැසියරයකින් ද්‍රව්‍ය තැන්පත් වීමෙන් වන අතර ග්ලැසියරය පසුබැසීමෙන් පසුව නිරාවරණය වේ. ඒවා සාමාන්‍යයෙන් රේඛීය පස් කන්දක් ලෙස පෙනේ, සිහින් කුඩු ද්‍රව්‍යයක අනුකෘතියක් තුළ පාෂාණ, බොරළු සහ ගල්වල නොගැලපෙන මිශ්‍රණයකි. ග්ලැසියරයක පාදයේ හෝ පර්යන්තයේ කෙළවරේ පර්යන්ත හෝ අවසන් මොරයින් සෑදී ඇත. ග්ලැසියරයේ දෙපස පාර්ශ්වීය මොරයින් සෑදී ඇත. විවිධ ග්ලැසියර දෙකක් ඒකාබද්ධ වූ විට සහ එක් එක් සමුච්චයේ පාර්ශ්වීය මොරයින් ඒකාබද්ධ ග්ලැසියර මධ්‍යයේ මොරේනයක් සෑදෙන විට මධ්‍ය මෝරයින් සෑදී ඇත. භූමි මෝරයින් අඩුවෙන් පෙනෙන අතර ග්ලැසියර ප්ලාවිතය ලෙසද හැඳින්වෙන අතර එය බොහෝ විට සමතුලිත රේඛාවේ සිට ග්ලැසියර පසුබෑමට යටින් මතුපිට බ්ලැන්කට් කරයි. භූමි මෝරයින් අඩුවෙන් පෙනෙන අතර ග්ලැසියර ප්ලාවිතය ලෙසද හැඳින්වෙන අතර එය බොහෝ විට සමතුලිත රේඛාවේ සිට ග්ලැසියර පසුබෑමට යටින් මතුපිට බ්ලැන්කට් කරයි.",බිම් මෝරයින් ලෙසද හඳුන්වන්නේ කුමක්ද?,ග්ලැසියර ප්ලාවිතය
1,7001,"ග්ලැසියර ප්ලාවිතය සෝඩා පල්ප් යනු ඉහළ සිලිකේට් අන්තර්ගතයක් සහිත පිදුරු, බෑගස් සහ දැව පල්ප් කිරීම සඳහා භාවිතා කරන තවත් විශේෂ ක්‍රියාවලියකි.",සල්ෆයිට් ක්‍රියාවලිය ආරම්භ වන්නේ කුමන දශකය දක්වා ද?,1840s
2,7002,"1968 ජුනි 12 වන දින 2372 (XXII) යෝජනාව මගින් මහා මණ්ඩලය විසින් භූමියේ නම වෙනස් කළ විට නිරිතදිග අප්‍රිකාව නැමීබියාව ලෙස ප්‍රසිද්ධ විය. 1978 දී එක්සත් ජාතීන්ගේ ආරක්ෂක මණ්ඩලය 435 වන එක්සත් ජාතීන්ගේ යෝජනාව සම්මත කර නැමීබියාව සඳහා නිදහස කරා සංක්‍රමණය වීමට සැලසුම් කළේය. දකුණු අප්‍රිකාව, ඇන්ගෝලාව සහ කියුබාව අතර රාජ්‍ය තාන්ත්‍රික ගිවිසුමක් යටතේ සෝවියට් සමාජවාදී සමූහාණ්ඩුව සහ ඇමරිකා එක්සත් ජනපදය නිරීක්ෂකයින් ලෙස අවසන් වන තෙක් 1988 දී නිදහස කරා සංක්‍රමණය ආරම්භ වන තෙක් මෙම සැලැස්ම ක්‍රියාත්මක කිරීමට එකඟ වීමට දකුණු අප්‍රිකාව පොළඹවා ගැනීමේ උත්සාහයන් සාර්ථක නොවීය. නැමීබියාවේ සිය හමුදා ඉවත් කර බලමුලු ගැන්වීම. එහි ප්‍රති As ලයක් වශයෙන්, යුනිටා සමඟ ඇන්ගෝලා පාලනය කිරීම සඳහා වූ යුද්ධයේදී එම්පීඑල්ඒ සංවිධානයට සහය දැක්වීම සඳහා යවන ලද දකුණු ඇන්ගෝලාවේ සිය හමුදා ආපසු ලබා ගැනීමට කියුබාව එකඟ විය. එහි ප්‍රති As ලයක් වශයෙන්, යුනිටා සමඟ ඇන්ගෝලා පාලනය කිරීම සඳහා වූ යුද්ධයේදී එම්පීඑල්ඒ සංවිධානයට සහය දැක්වීම සඳහා යවන ලද දකුණු ඇන්ගෝලාවේ සිය හමුදා ආපසු ලබා ගැනීමට කියුබාව එකඟ විය.","දකුණු අප්‍රිකාව, ඇන්ගෝලා සහ කියුබාව අතර රාජ්‍ය තාන්ත්‍රික ගිවිසුම සෝවියට් සංගමය විසින් නිරීක්ෂණය කරන ලද අතර වෙනත් කුමන රටක් ද?",ඇඑජ
3,7003,"පසුගිය ශතවර්ෂ හතර තුළ ජනවාර්ගික සමජාතීයකරණය මගින් බර්මියුඩාවේ ජනගහනයේ ගැඹුරු මුතුන් මිත්තන්ගේ සංඛ්‍යාලේඛන අපැහැදිලි වී තිබේ. මෑත කාලීන සංක්‍රමණික ප්‍රජාවන්ගේ ලක්ෂණ හැරුණු විට කළු සහ සුදු බර්මියුඩියන් අතර ජනවාර්ගික වෙනසක් effectively ලදායී නොවේ. 17 වන සියවසේදී මෙය එසේ නොවීය. ජනාවාස වූ පළමු අවුරුදු සියය තුළ, ඉංග්‍රීසි උරුමයේ සුදු රෙපරමාදු භක්තිකයන් බහුතරය වූ අතර, සුදු ජාතිකයින් වන අයර්ලන්ත ජාතිකයින් (ඔවුන්ගෙන් බොහෝ දෙනෙකුගේ මව් භාෂාව ගැලික් යැයි උපකල්පනය කළ හැකිය) සහ ස්කොට්ලන්තය බර්මියුඩාවට යවනු ලැබුවේ ඔවුන්ගේ ඉංග්‍රීසි ආක්‍රමණයෙන් පසුව ය. ඉංග්‍රීසි සිවිල් යුද්ධයෙන් පසු නිජබිම්. සුදු ජාතිකයින් නොවන සුළුතරයන් අතර ස්පා Spanish ්-භාෂාව කතා කරන, බටහිර ඉන්දීය කොදෙව් නිදහස් කළු ජාතිකයින්, කළු චැටල් වහලුන් මූලික වශයෙන් ස්පා Spanish ් and හා පෘතුගීසි නැව්වලින් බර්මියුඩියානු පෞද්ගලිකයින් විසින් අල්ලා ගන්නා ලදී, සහ ස්වදේශික ඇමරිකානුවන්, මූලික වශයෙන් ඇල්ගොන්කියන් සහ අත්ලාන්තික් මුහුදු වෙරළේ අනෙකුත් ගෝත්‍රිකයන් ය. සමහරවිට මෙක්සිකෝව තරම් from ත සිට. 19 වන සියවස වන විට සුදු ජනවාර්ගික-ඉංග්‍රීසි බර්මියුඩියානු ජාතිකයින්ට ඔවුන්ගේ සංඛ්‍යාත්මක වාසිය අහිමි විය. අයර්ලන්ත ආනයනය තහනම් කිරීම සහ නිදහස් කළු ජාතිකයින්ට සංක්‍රමණය වීමට බල කිරීම සහ කළු වහලුන්ගේ අයිතිකරුවන් අපනයනය කිරීම සඳහා නැවත නැවතත් උත්සාහ කිරීම නොතකා, විවිධ සුලුතර කණ්ඩායම් සහ සමහර සුදු ඉංග්‍රීසි ජාතිකයන් ඒකාබද්ධ කිරීම නිසා නව ජනවිකාස සමූහය, “පාට” (මෙම යෙදුම බර්මියුඩාවේ යුරෝපීය පරම්පරාවට අයත් නොවන ඕනෑම කෙනෙකුට යොමු දක්වයි) බර්මියුඩියානු ජාතිකයින් සුළු බහුතරයක් ලබා ගනී. එක් වර්ණයකට සහ එක් සුදු දෙමව්පියන්ට පෙර හෝ පසුව උපත ලැබූ ඕනෑම දරුවෙකු වර්ණ සංඛ්‍යාලේඛනවලට එකතු කර ඇත. Color තිහාසිකව ""වර්ණ"" ලෙස විස්තර කර ඇති බොහෝ දෙනා අද අප්‍රිකානු නොවන උරුමය අපැහැදිලි කරන ""කළු"" හෝ ""අප්‍රිකානු උරුමය"" ලෙස විස්තර කර ඇත (අප්‍රිකානු පෙළපතට අයත් නොවන ""වර්ණ"" ලෙස කලින් විස්තර කර ඇති අය ඉතා අල්පය, විශේෂයෙන් දකුණු ආසියානුවන්ගේ සංඛ්‍යාව දැන් වැඩිවෙමින් පවතී. ආසියානු රටවල උපත ලැබූවන්ගේ සංඛ්‍යාව 2000 සහ 2010 සංගණන අතර දෙගුණයක් විය), කළු ජාතිකයින් බහුතරය තුළ රැඳී සිටින අතර පෘතුගාලය, බ්‍රිතාන්‍යය සහ වෙනත් තැන්වලින් නව සුදු සංක්‍රමණිකයින් ඊට මුහුණ දී තිබේ. බටහිර ඉන්දීය කොදෙව් සිට කළු සංක්‍රමණය. ආසියානු රටවල උපත ලැබූවන්ගේ සංඛ්‍යාව 2000 සහ 2010 සංගණන අතර දෙගුණයක් විය), කළු ජාතිකයින් බහුතරයක රැඳී සිටින අතර පෘතුගාලය, බ්‍රිතාන්‍යය සහ වෙනත් තැන්වලින් නව සුදු සංක්‍රමණිකයින් බටහිර ඉන්දීය කොදෙව්වන්ගෙන් කළු සංක්‍රමණිකයින්ට එරෙහිව සටන් වැදුණි.",කුමන රටක උපත ලැබූ ජනගහනයේ දෙගුණයක් වී තිබේද?,ආසියානු
4,7004,"වින්ඩෝස් 8 හි බීටා අනුවාදය වන වින්ඩෝස් 8 පාරිභෝගික පෙරදසුන 2012 පෙබරවාරි 29 වන දින මයික්‍රොසොෆ්ට් විසින් නිකුත් කරන ලදී. වින්ඩෝස් කළමණාකරු චෛත්‍ය සාරීන් පවසන පරිදි, වින්ඩෝස් 8 හි ඩෙස්ක්ටොප් එක “යෙදුමක්” මිස මෙහෙයුම් පද්ධතියේ ප්‍රාථමික අතුරුමුහුණත නොවන බවට ඔවුන්ගේ මතය පිළිබිඹු කිරීම සඳහා ආරම්භක බොත්තම ඉවත් කරන ලදි. වින්ඩෝස් සභාපති ස්ටීවන් සිනොෆ්ස්කි පැවසුවේ සංවර්ධක අනුවාදය ප්‍රසිද්ධියට පත් වූ දා සිට වෙනස්කම් 100,000 කට වඩා සිදු කර ඇති බවයි. වින්ඩෝස් 8 පාරිභෝගික පෙරදසුන නිකුත් කිරීමෙන් පසු දින මිලියනයකට වඩා බාගත කර ඇත. සංවර්ධක පෙරදසුන මෙන්, පාරිභෝගික පෙරදසුන 2013 ජනවාරි 15 දිනෙන් කල් ඉකුත් විය. සංවර්ධක පෙරදසුන මෙන්, පාරිභෝගික පෙරදසුන 2013 ජනවාරි 15 දිනෙන් කල් ඉකුත් විය.",පළමු පැය 24 තුළ පාරිභෝගික පෙරදසුන කී වතාවක් බාගත කර ඇත්ද?,මිලියනයකට වඩා
5,7005,"වඩාත් ප්‍රචලිත පලාගිය තැනැත්තා වූයේ බෝයර් යුධ සිරකරුවා වූ කපිතාන් ෆ්‍රිට්ස් ජුබට් ඩුක්ස්නේය. ඔහු බ්‍රිතාන්‍ය රජයට එරෙහි කුමන්ත්‍රණය සහ ඔත්තු බැලීමේ චෝදනාව මත ජීවිතාන්තය දක්වා සිර ද serving ුවමක් නියම කළේය. 1902 ජුනි 25 වන දින රාත්‍රියේ ඩුක්ස්නේ සිය කූඩාරමෙන් ලිස්සා ගොස් කටු කම්බි වැටක් උඩින් ගමන් කරමින් සැතපුම් 1.5 ක් (කි.මී. 2.4) අතීත මුර සංචාර යාත්‍රා සහ දීප්තිමත් ස්ථාන විදුලි පහන්, කුණාටු සහිත, මෝරුන් ආසාදිත ජලය හරහා ගමන් කරමින් ඔහු ප්‍රධාන දූපතට වෙරළට පැමිණෙන තෙක් යාත්‍රා කිරීම සඳහා දුරස්ථ ප්‍රදීපාගාරයකි. එතැන් සිට ඔහු ශාන්ත ජෝර්ජ් වරායට පැන ගිය අතර සතියකට පසු ඔහු මේරිලන්ඩ්හි බැල්ටිමෝර් බලා යන බෝට්ටුවක නැගී ගියේය. ඔහු එක්සත් ජනපදයේ පදිංචි වූ අතර පසුව ලෝක යුද්ධ දෙකෙහිම ජර්මනියේ ඔත්තුකරුවෙකු බවට පත්විය. 1942 දී කර්නල් ඩුක්ස්නෙව එෆ්බීඅයි විසින් ඩුක්ස්නේ ඔත්තු වළල්ලට නායකත්වය දීම සම්බන්ධයෙන් අත්අඩංගුවට ගනු ලැබූ අතර එය අදටත් එක්සත් ජනපද ඉතිහාසයේ විශාලතම ඔත්තු බැලීමේ නඩුවයි. 1942 දී කර්නල් ඩුක්ස්නෙව එෆ්බීඅයි විසින් ඩුක්ස්නේ ඔත්තු වළල්ලට නායකත්වය දීම සම්බන්ධයෙන් අත්අඩංගුවට ගනු ලැබූ අතර එය අදටත් එක්සත් ජනපද ඉතිහාසයේ විශාලතම ඔත්තු බැලීමේ නඩුවයි.",කැප්ටන් ෆ්‍රිට්ස් ජුබට් ඩුක්ස්නේ ප්‍රසිද්ධ වන්නේ ඇයි?,වඩාත් ප්‍රසිද්ධ පලායාම
6,7006,"මොරිෂස් හි ඇති එකම තාක්ෂණික විශ්ව විද්‍යාලය වන්නේ මොරිෂස් හි තාක්ෂණ විශ්ව විද්‍යාලයයි. එහි ප්‍රධාන කැම්පස් එක ලා ටුවර් කොයිනිග්, පොයින්ට් ඕක්ස් සේබල්ස් හි පිහිටා ඇත. එය තාක්‍ෂණික අවධානයක් සහිත විශේෂිත මෙහෙවරක් ඇත. එය ඉගැන්වීම, පුහුණුව, පර්යේෂණ සහ උපදේශනය සඳහා සාම්ප්‍රදායික හා සාම්ප්‍රදායික ප්‍රවේශයන්ගෙන් ඔබ්බට අදාළ වේ. රටේ අවශ්‍යතාවන්ට සෘජුවම අදාළ වන වැඩසටහන් සංවර්ධනය කිරීම තුළින් මොරිෂස්හි ආර්ථික හා සමාජ සංවර්ධනය සඳහා ප්‍රධාන භූමිකාවක් ඉටු කිරීමේ අරමුණින් මෙම විශ්ව විද්‍යාලය ආරම්භ කර ඇත, උදාහරණයක් ලෙස තාක්‍ෂණය, තිරසාර සංවර්ධන විද්‍යාව සහ රාජ්‍ය අංශයේ ප්‍රතිපත්ති සහ කළමනාකරණය. රටේ අවශ්‍යතාවන්ට සෘජුවම අදාළ වන වැඩසටහන් සංවර්ධනය කිරීම තුළින් මොරිෂස්හි ආර්ථික හා සමාජ සංවර්ධනය සඳහා ප්‍රධාන භූමිකාවක් ඉටු කිරීමේ අරමුණින් මෙම විශ්ව විද්‍යාලය ආරම්භ කර ඇත, උදාහරණයක් ලෙස තාක්‍ෂණය, තිරසාර සංවර්ධන විද්‍යාව සහ රාජ්‍ය අංශයේ ප්‍රතිපත්ති සහ කළමනාකරණය.",මොරිෂස් හි එකම තාක්ෂණික විශ්ව විද්‍යාලයේ නම කුමක්ද?,"තාක්ෂණ විශ්ව විද්‍යාලය, මොරිෂස්"
7,7007,"එය අත්ලාන්තික් වෙරළ තීරයේ අබ්සෙකොන් දූපතේ ය. 1854 මැයි 1 වන දින අත්ලාන්තික් නගරය සංස්ථාගත කරන ලද්දේ බිත්තර වරාය නගර සහ ගැලෝවේ නගරවල කොටස් වලිනි. නගරය මායිම් වන්නේ අබ්සෙකොන්, බ්‍රිගන්ටයින්, ප්ලෙසන්ට්විල්, වෙන්ට්නර් සිටි සහ බටහිර අත්ලාන්තික් නගරයයි. නගරය මායිම් වන්නේ අබ්සෙකොන්, බ්‍රිගන්ටයින්, ප්ලෙසන්ට්විල්, වෙන්ට්නර් සිටි සහ බටහිර අත්ලාන්තික් නගරයයි.",අත්ලාන්තික් නගරය පිහිටා ඇති දිවයිනේ නම කුමක්ද?,අබ්සෙකොන් දූපත
8,7008,"කලා, වාණිජ, අධ්‍යාපනය, විනෝදාස්වාදය, විලාසිතා, මූල්‍ය, සෞඛ්‍ය සේවා, මාධ්‍ය, වෘත්තීය සේවා, පර්යේෂණ හා සංවර්ධනය, සංචාරක සහ ප්‍රවාහන යන අංශයන්හි ශක්තීන් සහිත ලන්ඩන් ප්‍රමුඛ ගෝලීය නගරයකි. එය ලොව ප්‍රමුඛතම මූල්‍ය මධ්‍යස්ථානයක් වන අතර මිනුම් මත පදනම්ව ලෝකයේ දළ දේශීය නිෂ්පාදිතයේ පස්වන හෝ හයවන විශාලතම අගනගරය ඇත. [සටහන 3] ලන්ඩන් ලෝක සංස්කෘතික අගනුවරකි. ජාත්‍යන්තර සංචාරකයින් විසින් මනිනු ලබන ලොව වැඩිම සංචාරකයින් සංඛ්‍යාවක් සිටින නගරය වන අතර මගීන්ගේ ගමනාගමනය අනුව මනිනු ලබන ලොව විශාලතම නගර ගුවන් තොටුපල පද්ධතිය ඇත. ලන්ඩන් යනු ලොව ප්‍රමුඛතම ආයෝජන ගමනාන්තයන්ගෙන් එකක් වන අතර, වෙනත් ඕනෑම නගරයකට වඩා ජාත්‍යන්තර සිල්ලර වෙළෙන්දන් සහ ඉහළ ශුද්ධ වටිනාකමක් ඇති පුද්ගලයින්ට සත්කාරකත්වය සපයයි. ලන්ඩනයේ විශ්ව විද්‍යාල 43 යුරෝපයේ විශාලතම අධ්‍යාපන ආයතන සංකේන්ද්‍රණය වන අතර 2014 වාර්තාවක් ලෝක විශ්ව විද්‍යාල ශ්‍රේණිගත කිරීම්වල පළමු ස්ථානයට පත්විය. වාර්තාවට අනුව ලන්ඩන් මෘදුකාංග, බහුමාධ්‍ය සංවර්ධනය හා සැලසුම්කරණය අතින් ලෝකයේ පළමු ස්ථානයට පත්ව ඇති අතර තාක්‍ෂණික සූදානමෙහි පළමු ස්ථානය හිමි කර ගනී. නූතන ගිම්හාන ඔලිම්පික් ක්‍රීඩා උළෙල තුන් වතාවක් පැවැත්වූ පළමු නගරය බවට ලන්ඩනය පත්විය. නූතන ගිම්හාන ඔලිම්පික් ක්‍රීඩා උළෙල තුන් වතාවක් පැවැත්වූ පළමු නගරය බවට ලන්ඩනය පත්විය.",ගිම්හාන ඔලිම්පික් උළෙල සඳහා ලන්ඩන් කී වතාවක් සත්කාරකත්වය ලබා දී තිබේද?,තුන් වරක්
9,7009,"1957 උබාන්ගි-ෂාරි භෞමික එක්රැස්වීමේ මැතිවරණයේදී මේසන් මුළු ඡන්ද 356,000 න් 347,000 ක් ලබා ගත් අතර සෑම ව්‍යවස්ථාදායක ආසනයක්ම ජයග්‍රහණය කළ අතර එමඟින් බොගන්ද ප්‍රංශ සමක අප්‍රිකාවේ මහා කවුන්සිලයේ සභාපතිවරයා ලෙසත් උබන්ගි උප සභාපති ලෙසත් තේරී පත් විය. ෂරී රජයේ සභාව. වසරක් ඇතුළත ඔහු මධ්‍යම අප්‍රිකානු ජනරජය පිහිටුවීම ප්‍රකාශයට පත් කළ අතර රටේ පළමු අගමැතිවරයා ලෙස සේවය කළේය. මේසාන් දිගටම පැවතුනද එහි භූමිකාව සීමිත විය. 1959 මාර්තු 29 වන දින ගුවන් අනතුරකින් බොගන්දගේ මරණයෙන් පසු, ඔහුගේ ous ාති සහෝදරයා වන ඩේවිඩ් ඩැකෝ, මෙසාන් පාලනය සියතට ගත් අතර, CAR විධිමත් ලෙස ප්‍රංශයෙන් නිදහස ලැබීමෙන් පසු රටේ පළමු ජනාධිපතිවරයා විය. ඩැකෝ සිය දේශපාලන ප්‍රතිවාදීන් වන හිටපු අගමැති සහ මූව්මන්ට් ඩිවොකියුටික් ඩිමොක්‍රැටික් ඩි එල් ඇෆ්රික් සෙන්ට්‍රල් (මෙඩැක්), නායක අබෙල් ගුම්බා ඇතුළු ප්‍රංශයට පිටුවහල් කිරීමට බල කළේය. 1962 නොවැම්බරය වන විට සියලු විරුද්ධ පක්ෂ මර්දනය කිරීමත් සමඟ ඩැකෝ මේසන් රාජ්‍යයේ නිල පක්ෂය ලෙස ප්‍රකාශයට පත් කළේය. 1962 නොවැම්බරය වන විට සියලු විරුද්ධ පක්ෂ මර්දනය කිරීමත් සමඟ ඩැකෝ මේසන් රාජ්‍යයේ නිල පක්ෂය ලෙස ප්‍රකාශයට පත් කළේය.",මේසන් අල්ලා ගත් අති විශාල ඡන්ද ප්‍රමාණය කුමක්ද?,"මුළු ඡන්ද 356,000 න් 347,000 කි"
