,original_index,context_translated,question_translated,text_translated
0,2951,"ඇවිදීම යනු ලන්ඩනයේ ජනප්‍රිය විනෝදාත්මක ක්‍රියාකාරකමකි. ඇවිදීම සඳහා පහසුකම් සපයන ප්‍රදේශ අතර විම්බල්ඩන් පොදු, එපිං ෆොරස්ට්, හැම්ප්ටන් කෝට් පාක්, හැම්ප්ස්ටඩ් හීත්, රාජකීය උද්‍යාන අට, ඇළ මාර්ග සහ භාවිතයට නොගත් දුම්රිය මාර්ග ඇතුළත් වේ. තේම්ස් මාවත නිර්මාණය කිරීම, සැතපුම් 28 ක් (කිලෝමීටර 45 ක්) ග්‍රේටර් ලන්ඩන් සහ වොන්ඩල් ට්‍රේල් ඇතුළුව ඇල මාර්ග සහ ගංගාවලට ප්‍රවේශය මෑතකදී වැඩිදියුණු විය; මෙය දකුණු ලන්ඩනය හරහා සැතපුම් 12 ක් (කි.මී. 19) තේම්ස් නදියේ අතු ගංගාවක් වන වැන්ඩල් ගඟ දිගේ දිව යයි. කැපිටල් රින්ග්, ග්‍රීන් චේන් වෝක්, ලන්ඩන් පිටත කක්ෂීය මාවත (""ලූප්""), ජුබිලි ඇවිදීමේ මාර්ගය, ලී වැලි වෝක් සහ ඩයනා, වේල්ස් කුමරියගේ අනුස්මරණ පා ගමන ඇතුළු හරිත අවකාශයන් සම්බන්ධ කරන තවත් දුර ගමන් මාර්ග නිර්මාණය කර ඇත. . කැපිටල් රින්ග්, ග්‍රීන් චේන් වෝක්, ලන්ඩන් පිටත කක්ෂීය මාවත (""ලූප්""), ජුබිලි ඇවිදීමේ මාර්ගය, ලී වැලි වෝක් සහ ඩයනා, වේල්ස් කුමරියගේ අනුස්මරණ පා ගමන ඇතුළු හරිත අවකාශයන් සම්බන්ධ කරන තවත් දුර ගමන් මාර්ග නිර්මාණය කර ඇත. .",පොදුවේ හැඳින්වෙන ලන්ඩන් පිටත කක්ෂීය මාර්ගය කුමක්ද?,"""ලූප්"""
1,2952,"""ලූප්"" 2000 දී, TCM විසින් වාර්ෂික තරුණ රචනා චිත්‍රපට තරගය ආරම්භ කරන ලද අතර, සෑම වසරකම තරඟයේ ජයග්‍රාහකයාට ප්‍රතිෂ් ored ාපනය කරන ලද, අංගසම්පූර්ණ නිහ silent චිත්‍රපටයක් විශිෂ්ට ත්‍යාගයක් ලෙස ලබා ගැනීමට අවස්ථාව ලබා දෙන විනිශ්චය තරඟයකට සහභාගී වීමට අභිලාෂක රචනාකරුවන්ට ආරාධනා කළේය. -දන්නා නිර්මාපකයෙකු, නව කාර්යයන් පසුව ජාලය තුළ ප්‍රමුඛ වේ. 2006 වන විට, යථා තත්වයට පත් කරන ලද චිත්‍රපට අතර 1921 රුඩොල්ෆ් වැලන්ටිනෝ චිත්‍රපටය වන කැමීල්, ලොන් චැනේ චිත්‍රපට දෙකක් ඇතුළත් වේ: 1921 දී ද ඒස් ඔෆ් හෝට්ස් සහ 1928 දී ලාෆ්, ක්ලෝන්, ලාෆ් සහ ග්‍රෙටා ගාර්බෝගේ 1926 චිත්‍රපටය වන ද ටෙම්ප්‍රස්.",The Temptress චිත්‍රපටයේ රඟපෑවේ කවුද?,ග්‍රේටා ගාර්බෝ
2,2953,ග්‍රේටා ගාර්බෝ ග්‍රේටා ගාර්බෝ,IBM හි ශුද්ධ ලාභ ආන්තිකය කුමන වර්ෂයේදී 16.5% ක් විය?,2013
3,2954,ෆ්ලෝරා ගෝමස් ජාත්‍යන්තරව පිළිගත් චිත්‍රපට අධ්‍යක්ෂවරියකි; ඔහුගේ වඩාත් ප්‍රසිද්ධ චිත්‍රපටය වන්නේ nha Fala (ඉංග්‍රීසි: My Voice) ය. ගෝමස්ගේ මෝර්ටු නෙගා (මරණය ප්‍රතික්ෂේප කරන ලදි) (1988) ගිනියා-බිස්සව් හි නිපදවූ පළමු ප්‍රබන්ධ චිත්‍රපටය සහ දෙවන චිත්‍රපටයයි. . මෝර්ටු නෙගා ඉංග්‍රීසි උපසිරැසි සමඟ ක්‍රෙයෝල් හි ඇත. 1992 දී ගෝමස් විසින් උජ්ජු අසුල් ඩි යොන්ටා අධ්‍යක්ෂණය කරන ලද අතර එය 1992 කෑන්ස් සිනමා උළෙලේදී Un Certain Regard කොටසේ තිරගත විය. ගෝමස් අප්‍රිකාව කේන්ද්‍ර කරගත් බොහෝ චිත්‍රපට උළෙලවල පුවරු වල සේවය කර ඇත. ගෝමස් අප්‍රිකාව කේන්ද්‍ර කරගත් බොහෝ චිත්‍රපට උළෙලවල පුවරු වල සේවය කර ඇත.,ගිනියා-බිස්සව් හි පළමු චිත්‍රපටය අධ්‍යක්ෂණය කළේ කවුද?,උම්බාන් යූ
4,2955,"2014 වර්ෂයේ අගභාගයේදී, උපාධි අපේක්ෂකයින් හය දෙනාගෙන් 40.6% ක් වෙයින්බර්ග් කලා හා විද්‍යා විද්‍යාලයට ඇතුළත් කර ඇති අතර, 21.3% ක් මැක්කෝමික් ඉංජිනේරු හා ව්‍යවහාරික පාසලෙන්, 14.3% සන්නිවේදන පාසලෙන්, 11.7% මෙඩිල් ජනමාධ්‍ය පාසලේ, 5.7% බයිනන් සංගීත පාසලේ සහ 6.4% අධ්‍යාපන හා සමාජ ප්‍රතිපත්ති පාසලේ. වඩාත් බහුලව පිරිනමනු ලබන උපාධි පහ වන්නේ ආර්ථික විද්‍යාව, පුවත්පත් කලාව, සන්නිවේදන අධ්‍යයනය, මනෝ විද්‍යාව සහ දේශපාලන විද්‍යාව ය. වෘත්තීය සිසුන් ඔවුන්ගේ පාසල් සමඟ අනුබද්ධව සිටින අතර, වෘත්තීය අධ්‍යයන පාසල විසින් ශාස්ත්‍රපති හා උපාධිය සහ වෘත්තීය අධ්‍යයනවලට ගැලපෙන සහතික වැඩසටහන් ඉදිරිපත් කරයි. විද්‍යා, ඉංජිනේරු සහ සෞඛ්‍ය යන ක්ෂේත්‍ර සඳහා සිසුන් 2,446 ක් ඇතුළත් කර ඇති අතර, බඳවා ගැනීමේ විශාලතම උපාධි පා programs මාලා අතර රසායන විද්‍යාව, ඒකාබද්ධ ජීව විද්‍යාව, ද්‍රව්‍ය විද්‍යාව, විදුලි හා පරිගණක ඉංජිනේරු විද්‍යාව, ස්නායු විද්‍යාව සහ ආර්ථික විද්‍යාව ඇතුළත් වේ. කෙලොග් කළමනාකරණ පාසලේ MBA, නීති විද්‍යාලයේ JD සහ ෆයින්බර්ග් වෛද්‍ය විද්‍යාලයේ MD යනු බඳවා ගැනීම අනුව විශාලතම වෘත්තීය උපාධි වැඩසටහන් තුනකි. කෙලොග් කළමනාකරණ පාසලේ MBA, නීති විද්‍යාලයේ JD සහ ෆයින්බර්ග් වෛද්‍ය විද්‍යාලයේ MD යනු බඳවා ගැනීම අනුව විශාලතම වෘත්තීය උපාධි වැඩසටහන් තුනකි.","2014 අගභාගයේදී, උපාධි අපේක්ෂකයින්ගෙන් 21.3% ක් ඇතුළත් වූ පාසල කුමක්ද?",මැක්කෝමික් ඉංජිනේරු හා ව්‍යවහාරික විද්‍යා පාසල
5,2956,"හයිඩ්‍රජන් යනු රසායනික සංකේතයක් වන එච් සහ පරමාණුක ක්‍රමාංකය 1 වේ. පරමාණුක බර 7000100794000000000 ♠ 1.00794 u සමඟ හයිඩ්‍රජන් යනු ආවර්තිතා වගුවේ ඇති සැහැල්ලුම මූලද්‍රව්‍යයයි. එහි මොනොටොමික් ස්වරූපය (එච්) විශ්වයේ බහුලම රසායනික ද්‍රව්‍යය වන අතර එය බාරියෝනික් ස්කන්ධයෙන් 75% ක් පමණ වේ. [සටහන 1] ඉතිරි නොවන තාරකා ප්‍රධාන වශයෙන් එහි ප්ලාස්මා තත්වයේ හයිඩ්‍රජන් වලින් සමන්විත වේ. හයිඩ්‍රජන් හි වඩාත් සුලභ සමස්ථානිකය, ප්‍රෝටියම් ලෙස හැඳින්වේ (නම කලාතුරකින් භාවිතා වේ, සංකේතය 1 එච්), එක් ප්‍රෝටෝනයක් ඇති අතර නියුට්‍රෝන නොමැත. හයිඩ්‍රජන් හි වඩාත් සුලභ සමස්ථානිකය, ප්‍රෝටියම් ලෙස හැඳින්වේ (නම කලාතුරකින් භාවිතා වේ, සංකේතය 1 එච්), එක් ප්‍රෝටෝනයක් ඇති අතර නියුට්‍රෝන නොමැත.",හයිඩ්‍රජන් රසායනික සංකේතය යනු කුමක්ද?,එච්
6,2957,"ගොල්ෆ්, ඇසෝසියේෂන් පාපන්දු, ක්‍රිකට්, රග්බි, ස්නූකර් සහ ඩාර්ට්ස් මෙන්ම ක්‍රොකට්, පාත්‍ර, පිච් සහ පුට්, වෝටර් පෝලෝ සහ හෑන්ඩ්බෝල් වැනි බොහෝ කුඩා ක්‍රීඩා බොහොමයක් බ්‍රිතාන්‍ය දූපත්වල කේතනය කර ඇත. බ්රිතාන්ය දූපත් පුරාම ක්රීඩා ගණනාවක් ජනප්රිය වී ඇති අතර, වඩාත් කැපී පෙනෙන වන්නේ සංගම් පාපන්දු ය. මෙය එක්සත් රාජධානිය තුළ පවා විවිධ ජාතික සංගම්, ලීග සහ ජාතික කණ්ඩායම්වල වෙන වෙනම සංවිධානය කර ඇති අතර, එය දූපත් වල සෑම ප්‍රදේශයකම පොදු ආශාවකි. රග්බි සංගමය එංගලන්තය, අයර්ලන්තය, ස්කොට්ලන්තය සහ වේල්සයේ ජාතික කණ්ඩායම් හතරක් සමඟ දූපත් පුරා පුළුල් ලෙස භුක්ති විඳිති. බ්‍රිතාන්‍ය සහ අයිරිෂ් ලයන්ස් යනු සෑම ජාතික කණ්ඩායමකින්ම තෝරාගත් කණ්ඩායමක් වන අතර සෑම වසර හතරකට වරක් දකුණු අර්ධගෝලයේ රග්බි ක්‍රීඩා කරන රටවල සංචාරය කරයි. උතුරු අයර්ලන්තයේ සහ ජනරජයේ ක්‍රීඩකයන් නියෝජනය කරන අයර්ලන්තය එක්සත් කණ්ඩායමක් ලෙස ක්‍රීඩා කරයි. සික්ස් නේෂන්ස් ශූරතාවලියේ කොටසක් ලෙස මෙම ජාතික රග්බි කණ්ඩායම් සෑම වසරකම ත්‍රිත්ව කිරුළ වෙනුවෙන් එකිනෙකා ක්‍රීඩා කරති. 2001 සිට අයර්ලන්තය, ස්කොට්ලන්තය, වේල්සය සහ ඉතාලියේ වෘත්තීය සමාජ කණ්ඩායම් රබෝ ඩිරෙක්ට් ප්‍රෝ 12 හි එකිනෙකා සමඟ තරඟ වදිති. 2001 සිට අයර්ලන්තය, ස්කොට්ලන්තය, වේල්සය සහ ඉතාලියේ වෘත්තීය සමාජ කණ්ඩායම් රබෝ ඩිරෙක්ට් ප්‍රෝ 12 හි එකිනෙකා සමඟ තරඟ වදිති.",එක්සත් රාජධානියේ වඩාත්ම ජනප්‍රිය ක්‍රීඩාව කුමක්ද?,සංගම් පාපන්දු
7,2958,"සංගම් පාපන්දු... 2007 දෙවන කාර්තුවේ ඉහළම මට්ටමේ සිට, ගෘහස්ථ ධනය ඩොලර් ට්‍රිලියන 14 කින් පහත වැටී ඇත.",2008 මැද භාගයේදී එක්සත් ජනපදයේ නිවාස කොටස්වල වටිනාකම කොපමණ ද?,ඩොලර් ට්‍රිලියන 8.8 කි
8,2959,"ෂාලිමාර් උද්‍යාන, ලාහෝර් කොටුව, බැඩ්ෂාහි පල්ලිය, රොහ්ටාස් කොටුව සහ පුරාණ නගරය වන හරාපා නටබුන් ඇතුළු historical තිහාසික ස්ථාන කිහිපයක මෙම පළාත පිහිටා තිබේ. ලාහෝර් කෞතුකාගාරය මෙන්ම ලාහෝර් නගරයේ අනර්කලී වෙළඳපොළ සහ ජහංගීර්ගේ සොහොන කැපී පෙනෙන අතර වයඹ දෙසින් පිහිටි පුරාණ ටැක්සිල නගරය කලක් බෞද්ධ හා හින්දු ආභාෂයේ ප්‍රධාන මධ්‍යස්ථානයක් විය. පළමු ගුරු ගුරු නානාක්ගේ උපන් ස්ථානය ද ඇතුළුව වැදගත් සීක් සිද්ධස්ථාන කිහිපයක් පළාතේ ඇත. . මුරි, බර්බන්, පැට්‍රියාටා සහ කොටුව මුන්රෝ ඇතුළු ප්‍රසිද්ධ කඳුකර ස්ථාන කිහිපයක් තිබේ. මුරි, බර්බන්, පැට්‍රියාටා සහ කොටුව මුන්රෝ ඇතුළු ප්‍රසිද්ධ කඳුකර ස්ථාන කිහිපයක් තිබේ.",ලාහෝර් හි ඇති ප්‍රසිද්ධ සොහොන කුමක්ද?,ජහංගීර්ගේ සොහොන
9,2960,"ශ්‍රීමත් පැට්‍රික් ඇබර්ක්‍රොම්බි විසින් 1943 ප්ලයිමවුට් සඳහා වූ සැලැස්මේ දී ලන්ඩනයේ ප්‍රතිසංස්කරණ සැලැස්මට සමගාමීව නගරය නැවත සංවර්ධනය කිරීම සැලසුම් කරන ලදී. 1951 සිට 1957 දක්වා කාලය තුළ සෑම වසරකම නිවාස 1000 කට අධික ප්‍රමාණයක් නිම කරන ලදී. බොහෝ දුරට ප්‍රධාන වර්ග තුනක නව්‍ය පෙර සැකසූ පද්ධති භාවිතා කරමින්; 1964 වන විට යුද්ධයට පෙර නගරයේ ense න තදබදය සහ අපිරිසිදු මුඩුක්කු අඩු dens නත්වයක් සහිත, විසුරුවා හරින ලද තදාසන්න ප්‍රදේශයක් බවට පරිවර්තනය කරමින් නව නිවාස 20,000 කට අධික ප්‍රමාණයක් ඉදිකර තිබුණි. ඔහුගේ සැලැස්මට අනුව කලාපීය ප්‍රතිසංස්කරණයක් සඳහා නගර මධ්‍යයේ වෙළඳසැල් බොහොමයක් විනාශ වී ඇති අතර ඉතිරිව තිබූ ඒවා ඉවත් කර ඇත. 1962 දී සිවික් මධ්‍යස්ථානයේ නූතනවාදී උන්නතාංශය ඉදිකරන ලදි. එය වාස්තු විද්‍යාත්මකව වැදගත් උදාහරණයකි. එහි හිමිකරු වන ප්ලයිමූත් නගර සභාව විසින් අබලන් වීමට ඉඩ දී ඇති නමුත් දෙවන ශ්‍රේණිය ඉංග්‍රීසි උරුමයන් විසින් ලැයිස්තුගත කර ඇත. එය කඩා දැමීම. 1962 දී සිවික් මධ්‍යස්ථානයේ නූතනවාදී උන්නතාංශය ඉදිකරන ලදි. එය වාස්තු විද්‍යාත්මකව වැදගත් උදාහරණයකි. එහි හිමිකරු වන ප්ලයිමූත් නගර සභාව විසින් අබලන් වීමට ඉඩ දී ඇති නමුත් දෙවන ශ්‍රේණිය ඉංග්‍රීසි උරුමයන් විසින් ලැයිස්තුගත කර ඇත. එය කඩා දැමීම.",සිවික් මධ්‍යස්ථානය ඉදිකරන ලද්දේ කවදාද?,1962
