,original_index,context_translated,question_translated,text_translated
0,9000,"ස්පා Spanish ් language භාෂාව එක්සත් ජනපදයේ වැඩිපුරම කතා කරන දෙවන භාෂාවයි. එක්සත් ජනපදයේ පළමු හෝ දෙවන භාෂාවක් ලෙස ස්පා Spanish ් speak භාෂාව කතා කරන හිස්පනෝෆෝන් මිලියන 45 ක් මෙන්ම ස්පා Spanish ් language භාෂා සිසුන් මිලියන හයක් ද සිටිති. මේ අනුව, ඇමරිකා එක්සත් ජනපදය මෙක්සිකෝවෙන් පසු ලෝකයේ දෙවන විශාලතම හිස්පනෝෆෝන් රට වන අතර එක්සත් ජනපදය සමඟ කොලොම්බියාව හා ස්පා Spain ් than යට වඩා ස්පා Spanish ්-භාෂාව කතා කරන්නන් සිටී (නමුත් පළමු භාෂා කතා කරන්නන් අඩු). ස්පා Spanish ් is යනු රොමැන්ස් භාෂාව වන අතර ලෝකයේ වැඩිම ස්වදේශීය කථිකයන් සිටින ඉන්දු-යුරෝපීය භාෂාව වේ. එක්සත් ජනපද සංගණනයේදී ඔවුන්ගේ ස්වයං තක්සේරුව මත පදනම්ව ඇමරිකානු ස්පා Spanish ්-භාෂාව කතා කරන්නන්ගෙන් අඩක් පමණ ඉංග්‍රීසි “ඉතා හොඳින්” කථා කරයි. එක්සත් ජනපද සංගණනයේදී ඔවුන්ගේ ස්වයං තක්සේරුව මත පදනම්ව ඇමරිකානු ස්පා Spanish ්-භාෂාව කතා කරන්නන්ගෙන් අඩක් පමණ ඉංග්‍රීසි “ඉතා හොඳින්” කථා කරයි.",එක්සත් ජනපදයේ පළමු හෝ දෙවන භාෂාවක් ලෙස ස්පා Spanish ් speak භාෂාව කථා කරන කී දෙනෙක්ද?,"එක්සත් ජනපදයේ පළමු හෝ දෙවන භාෂාවක් ලෙස ස්පා Spanish ් speak භාෂාව කතා කරන හිස්පනෝෆෝන් මිලියන 45 ක් ඇත,"
1,9001,හර්බට් හුවර්ගේ සිට එක්සත් ජනපද ජනාධිපතිවරුන්ගේ ලේඛන සංරක්ෂණය හා ලබා ගැනීම සඳහා රටපුරා පුස්තකාල ජාලයක් වන ජනාධිපති පුස්තකාල පද්ධතිය ද නාරා විසින් පවත්වාගෙන යනු ලැබේ. ජනාධිපති පුස්තකාලවලට ඇතුළත් වන්නේ: ජනාධිපති පුස්තකාලවලට ඇතුළත් වන්නේ:,එක්සත් ජනපද ජනාධිපතිවරුන්ගේ ලේඛන ආරක්ෂා කරන ක්‍රමය කුමක්ද?,ජනාධිපති පුස්තකාල පද්ධතිය
2,9002,"ඇසුරුම්කරණ වෙනස්කම් හේතුවෙන් කෙටුම්පත් බියර්වල පාරිසරික බලපෑම බෝතල් කළ බියර් වලට වඩා 68% අඩු විය හැකිය. ධාන්ය නිෂ්පාදනය, පෙරීම, බෝතල් කිරීම, බෙදා හැරීම සහ අපද්රව්ය කළමනාකරණය ඇතුළුව එක් බියර් වෙළඳ නාමයක ජීවන චක්ර අධ්යයනයකින් පෙන්නුම් කරන්නේ මයික්රෝ බීර පැකට් 6 කින් CO2 විමෝචනය කිලෝග්රෑම් 3 ක් (රාත්තල් 6.6) ක් බවයි. මයික්‍රෝ බීර පැකට් 6 කින් ස්වාභාවික වාසස්ථාන විභවය නැතිවීම වර්ග මීටර් 2.5 (වර්ග අඩි 26) ලෙස ගණන් බලා ඇත. අපද්‍රව්‍ය බෙදා හැරීම, සිල්ලර වෙළඳාම, ගබඩා කිරීම සහ බැහැර කිරීම මගින් පහළට නිකුත් වන විමෝචන බෝතල් කළ මයික්‍රෝ බීර බියර්වල CO2 විමෝචනයෙන් 45% කට වඩා වැඩි විය හැකිය. නීත්‍යානුකූල වූ විට, පෙර බෝතල් කළ බියර් මිලදී ගැනීමට වඩා වෙළඳසැලකින් හෝ බාර්එකකින් කෙටුම්පත් බියර් ප්‍රවාහනය කිරීම සඳහා නැවත පිරවිය හැකි ජෝගුවක්, නැවත භාවිතා කළ හැකි බෝතලයක් හෝ වෙනත් නැවත භාවිතා කළ හැකි බහාලුම් භාවිතා කිරීමෙන් බියර් පරිභෝජනයේ පාරිසරික බලපෑම අවම කර ගත හැකිය. නීත්‍යානුකූල වූ විට, පෙර බෝතල් කළ බියර් මිලදී ගැනීමට වඩා වෙළඳසැලකින් හෝ බාර්එකකින් කෙටුම්පත් බියර් ප්‍රවාහනය කිරීම සඳහා නැවත පිරවිය හැකි ජෝගුවක්, නැවත භාවිතා කළ හැකි බෝතලයක් හෝ වෙනත් නැවත භාවිතා කළ හැකි බහාලුම් භාවිතා කිරීමෙන් බියර් පරිභෝජනයේ පාරිසරික බලපෑම අවම කර ගත හැකිය.",කෙටුම්පත් බියර් ප්‍රවාහනය කිරීම සඳහා භාවිතා කළ හැකි බහාලුම් වර්ගය කුමක්ද? බෝතලයක් ඇති පරිසරයට වඩා හොඳ කුමක්ද?,නැවත පිරවිය හැකි ජෝගුවක්
3,9003,"නගරය බොහෝ ස්මාරක සහ ස්මාරකවල නිවහන වේ, විශේෂයෙන් ස්මාරක මාවත දිගේ. අනෙකුත් ස්මාරක අතර A.P. හිල් ස්මාරකය, ජැක්සන් වෝඩ් හි බිල් ""බොජැන්ගල්ස්"" රොබින්සන් ස්මාරකය, බයර්ඩ් පාර්ක් අසල ක්‍රිස්ටෝපර් කොලොම්බස් ස්මාරකය සහ ලිබි හිල්හි කොන්ෆෙඩරේට් සොල්ජර්ස් සහ නැවියන්ගේ ස්මාරකය ඇතුළත් වේ. බයර්ඩ් උද්‍යානය අසල පිහිටා ඇත්තේ සුප්‍රසිද්ධ පළමුවන ලෝක සංග්‍රාමයේ අනුස්මරණ කැරිලන් ය. එය සීනුව 56 ක කැරොලන් කුළුණකි. 1956 දී කැප කරන ලද වර්ජිනියා යුද අනුස්මරණය ගඟට ඉහළින් බෙල්වඩෙරේ පිහිටා ඇති අතර දෙවන ලෝක යුද්ධය, කොරියානු යුද්ධය, වියට්නාම් යුද්ධය, ගල්ෆ් යුද්ධය, ඇෆ්ගනිස්ථානයේ යුද්ධය සහ යුද්ධයේදී මියගිය වර්ජිනියානුවන්ගේ ස්මාරකයකි. ඉරාක යුද්ධය. 1956 දී කැප කරන ලද වර්ජිනියා යුද අනුස්මරණය ගඟට ඉහළින් බෙල්වඩෙරේ පිහිටා ඇති අතර දෙවන ලෝක යුද්ධය, කොරියානු යුද්ධය, වියට්නාම් යුද්ධය, ගල්ෆ් යුද්ධය, ඇෆ්ගනිස්ථානයේ යුද්ධය සහ යුද්ධයේදී මියගිය වර්ජිනියානුවන්ගේ ස්මාරකයකි. ඉරාක යුද්ධය.",බිල් රොබින්සන්ගේ ස්මාරකය පිහිටා ඇත්තේ කුමන අසල්වැසියා තුළද?,ජැක්සන් වෝඩ්
4,9004,"සියැටල් පෞරාණික පොත් ප්‍රදර්ශනය සහ පොත් කලා ප්‍රදර්ශනය දක්වා තවත් වාර්ෂික සිදුවීම් තිබේ; සජිරා-කොන්; පෙනි ආකේඩ් එක්ස්පෝ, සූදු සමුළුවක්; දින දෙකක, සියැටල් සිට පෝට්ලන්ඩ් බයිසිකල් ක්ලැසික් දක්වා වූ, සහ මැල්ස්ට්‍රෝම් ජාත්‍යන්තර අපූරු සිනමා උළෙල, සියැටල් ආසියානු ඇමරිකානු සිනමා උළෙල (කලින් වයඹදිග ආසියානු ඇමරිකානු සිනමා උළෙල ලෙස හැඳින්වුණි), ළමා චිත්‍රපට උළෙල සියැටල් වැනි විශේෂිත චිත්‍රපට උළෙල , පරිවර්තනය: සියැටල් ට්‍රාන්ස්ජෙන්ඩර් චිත්‍රපට උළෙල, සියැටල් සමලිංගික හා ලෙස්බියන් චිත්‍රපට උළෙල සහ සියැටල් පෝලන්ත චිත්‍රපට උළෙල.",සියැටල් සිට පෝට්ලන්ඩ් බයිසිකල් ක්ලැසික් දක්වා පාපැදි කරුවන් කී දෙනෙක් සහභාගී වේද?,"9,000 කි"
5,9005,"1970 දී කෙරී, මැසචුසෙට්ස් හි 3 වන කොන්ග්‍රස් දිස්ත්‍රික්කයේ උකුස්සන් ප්‍රජාතන්ත්‍රවාදියෙකු වූ පිලිප් ජේ. 1972 පෙබරවාරියේදී කෙරීගේ බිරිඳ වෝර්සෙස්ටර් හි නිවසක් මිලට ගත් අතර කෙරී 4 වන දිස්ත්‍රික්කයේ වයස අවුරුදු දහතුනක වත්මන් ප්‍රජාතන්ත්‍රවාදී හැරල්ඩ් ඩොනොහූට එරෙහිව දුවන්නට අදහස් කළේය. අසල්වැසි 5 වන දිස්ත්‍රික්කයේ රිපබ්ලිකන් කොන්ග්‍රස් සභික එෆ්. බ්‍රැඩ්ෆර්ඩ් මෝර්ස් විශ්‍රාම යන බව නිවේදනය කිරීමෙන් පසුව එක්සත් ජාතීන්ගේ දේශපාලන හා මහා සභා කටයුතු පිළිබඳ මහලේකම් ධුරයෙන් ඉල්ලා අස්විය. මේ යුවළ ඒ වෙනුවට ලෝවෙල්හි මහල් නිවාසයක් කුලියට ගත් අතර කෙරීට ඔහුගෙන් පසු දුවන්නට හැකි විය. මේ යුවළ ඒ වෙනුවට ලෝවෙල්හි මහල් නිවාසයක් කුලියට ගත් අතර කෙරීට ඔහුගෙන් පසු දුවන්නට හැකි විය.",මෝර්ස් විශ්‍රාම ගියේ ඇයි?,එක්සත් ජාතීන්ගේ දේශපාලන හා මහා සභා කටයුතු පිළිබඳ මහලේකම් ධුරයට පත්වීම
6,9006,"එක්සත් ජනපදයේ බොහෝ ප්‍රදේශවලට වඩා වෙනස්ව හූස්ටන්හි මෘදු ශීත ඇත. ජනවාරියේදී, අන්තර් මහද්වීපික ගුවන්තොටුපලේ සාමාන්‍ය මධ්‍යන්‍ය උෂ්ණත්වය 53.1 ° F (11.7) C) වන අතර, එම ස්ථානයට සාමාන්‍යයෙන් දින 13 ක් හිමාංකයට වඩා අඩු හෝ අඩු වේ. හිම පතනය දුර්ලභ ය. හූස්ටන් හි මෑත හිම සිදුවීම් අතරට 2004 දෙසැම්බර් 24 වන දින මෙට්‍රෝ ප්‍රදේශයේ සමහර කොටස් වල හිම අඟල් එකක් (සෙ.මී. 2.5) එකතු විය. 2008 දෙසැම්බර් 10 සහ 2009 දෙසැම්බර් 4 යන දෙඅංශයේම අවම වශයෙන් අඟල් එකක්වත් වැටීම, නගරයේ වාර්තාගත ඉතිහාසයේ අඛණ්ඩව වසර දෙකක කාලයක් තුළ මැනිය හැකි හිම පතනයක් සිදු වූ පළමු අවස්ථාවයි. 1940 ජනවාරි 18 වන දින හූස්ටන්හි නිල වශයෙන් වාර්තා වූ ශීතලම උෂ්ණත්වය 5 ° F (−15 ° C) විය. 1981-2010 සාමාන්‍යයට අනුව හූස්ටන් හි histor තිහාසිකව විශාල වර්ෂාපතනයක් ලැබී ඇති අතර එය වාර්ෂිකව 49.8 (මි.මී. 1,260) කි. අතිශයින්ම පැතලි භූ විෂමතාවය සහ පුළුල් ලෙස පැතිරී ඇති සාමාන්‍ය මැටි රොන්මඩ සහිත පස් නිසා දේශීයකරණය වූ ගංවතුර බොහෝ විට සිදු වේ. අතිශයින්ම පැතලි භූ විෂමතාවය සහ පුළුල් ලෙස පැතිරී ඇති සාමාන්‍ය මැටි රොන්මඩ සහිත පස් නිසා දේශීයකරණය වූ ගංවතුර බොහෝ විට සිදු වේ.",සාමාන්‍යයෙන් වසරකට හූස්ටන් වලට කොපමණ වර්ෂාවක් ලැබේද?,49.8 in
7,9007,"මැජික් පුළුල් ලෙස භාවිතා කරන ලද අතර, මේවා ද පෙර කාලයේ සිට අඛණ්ඩව සිදු විය. හෙලෙනිස්ටික් ලෝකය පුරාම මිනිසුන් වාචාල අදහස් විමසන අතර අවාසනාව වළක්වා ගැනීමට හෝ අක්ෂර වින්‍යාස කිරීමට වර්‍ග සහ රූප භාවිතා කරනු ඇත. මෙම යුගයේ දී ද දියුණු කරන ලද ජ්‍යෝති gy ශාස්ත්‍රය, සූර්යයා, චන්ද්‍රයා සහ ග්‍රහලෝකවල චලනයන්හි පුද්ගලයෙකුගේ චරිතය සහ අනාගතය තීරණය කිරීමට උත්සාහ කළේය. ජ්යෝති gy ශාස්ත්රය ටයිච් (වාසනාව, වාසනාව) සංස්කෘතිය සමඟ පුළුල් ලෙස සම්බන්ධ වූ අතර එය මෙම කාලය තුළ ජනප්රිය විය. ජ්යෝති gy ශාස්ත්රය ටයිච් (වාසනාව, වාසනාව) සංස්කෘතිය සමඟ පුළුල් ලෙස සම්බන්ධ වූ අතර එය මෙම කාලය තුළ ජනප්රිය විය.",ටයිච් යන්නෙන් අදහස් කරන්නේ කුමක්ද?,වාසනාව
8,9008,"එස්තෝනියාවේ ආණ්ඩුක්‍රම ව්‍යවස්ථාවෙන් ආගමේ නිදහස, පල්ලිය සහ රාජ්‍යය වෙන් කිරීම සහ විශ්වාසයේ සහ ආගමේ පෞද්ගලිකත්වයට තනි අයිතිවාසිකම් සහතික කෙරේ. ඩෙන්ට්සු සන්නිවේදන ආයතනයට අනුව, එස්තෝනියාව ලෝකයේ අවම ආගමික රටවලින් එකක් වන අතර ජනගහනයෙන් 75.7% ක් අක්‍රමවත් යැයි කියා සිටී. යුරෝබරෝමීටර මත විමසුම 2005 දී සොයාගෙන ඇත්තේ එස්තෝනියානුවන්ගෙන් 16% ක් පමණක් දෙවියෙකු කෙරෙහි විශ්වාසයක් ඇති බවයි. ලුතරන් ලෝක සම්මේලනයට අනුව,, 000 තිහාසික ලූතරන් නිකායේ ලියාපදිංචි සාමාජිකයන් 180,000 ක් සිටියි. ලුතරන් ලෝක සම්මේලනයට අනුව,, 000 තිහාසික ලූතරන් නිකායේ ලියාපදිංචි සාමාජිකයන් 180,000 ක් සිටියි.",එස්තෝනියාවේ ව්‍යවස්ථාවෙන් සමාජයේ කුමන කොටස් බෙදී ඇත්දැයි ප්‍රකාශ කරයි.,පල්ලිය සහ රාජ්‍යය වෙන් කිරීම
9,9009,"මිලිටරි අංශයේ යුරේනියම් ප්‍රධාන යෙදුම වන්නේ ඉහළ dens නත්ව විනිවිදක ය. මෙම පතොරම් වලින් සමන්විත වන්නේ ටයිටේනියම් හෝ මොලිබ්ඩිනම් වැනි අනෙකුත් මූලද්‍රව්‍යයන් 1-2% ක් සමඟ මිශ්‍ර කරන ලද ක්ෂය වූ යුරේනියම් (DU) ය. ඉහළ බලපෑම් වේගයකින්, ප්‍රක්ෂේපකයේ ity නත්වය, දෘ ness තාව සහ පයිෙරොෆොරිසිටි මගින් අධික ලෙස සන්නද්ධ ඉලක්ක විනාශ කිරීමට හැකි වේ. ටැංකි සන්නාහ සහ ඉවත් කළ හැකි වාහන සන්නාහ ද ක්ෂය වූ යුරේනියම් තහඩු වලින් තද කළ හැකිය. පර්සියානු ගල්ෆ් සහ බෝල්කන් යුද්ධ වලදී එක්සත් ජනපදය, එක්සත් රාජධානිය සහ වෙනත් රටවල් විසින් පතොරම් භාවිතා කිරීමෙන් පසු ක්ෂය වූ යුරේනියම් භාවිතය දේශපාලනික හා පාරිසරික වශයෙන් විවාදාත්මක විය (ගල්ෆ් යුද්ධ සින්ඩ්‍රෝමය බලන්න). පර්සියානු ගල්ෆ් සහ බෝල්කන් යුද්ධ වලදී එක්සත් ජනපදය, එක්සත් රාජධානිය සහ වෙනත් රටවල් විසින් පතොරම් භාවිතා කිරීමෙන් පසු ක්ෂය වූ යුරේනියම් භාවිතය දේශපාලනික හා පාරිසරික වශයෙන් විවාදාත්මක විය (ගල්ෆ් යුද්ධ සින්ඩ්‍රෝමය බලන්න).",ක්ෂය වූ යුරේනියම් වලින් සෑදී නැති ඉහළ dens නත්ව විනිවිදකවල ප්‍රතිශතය කුමක්ද?,1-2%
